Dataset,Language,Source Sentence,Translation,Reference Sentence
Europarl,sl,"These funds can, however, bring threats along with them too.",,Seveda lahko ti skladi prinašajo tudi grožnje.
Europarl,sl,"241 locations in Romania, with a total population of 1.6 million inhabitants, suffered directly as a result of the disaster, which partially or totally destroyed houses and crops.",241 i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i,"Kot posledica nesreče, ki je delno ali docela uničila hiše in pridelke, je bilo neposredno prizadetih 241 okrajev z 1,6 milijonov prebivalcev"
Europarl,sl,"In conclusion, in whatever forum these issues are discussed, be it NATO or be it the OSCE, I think it would be important that decisions on the future of the European security architecture should also involve the European Union.",,"Če sklenemo, ne glede na to, v katerem forumu se ta vprašanja obravnavajo, v Natu ali OVSE, menim, da je pomembno, da sklepi o prihodnosti evropske varnostne strukture vključujejo tudi Evropsko unijo."
Europarl,sl,Written statements (Rule 142),,Pisna izjava (člen 142)
Europarl,sl,"I wish to add that, as a number of speakers said, air transport is developing at a rapid pace, and even though in certain cases high-speed rail transport may take up part of the market share, air transport is a means of travel that will continue to evolve in years to come: I think that this is certainly the case.",,"Kot je povedalo veliko govornikov, se zračni prevoz hitro razvija, in čeprav železniško omrežje za visoke hitrosti prevzema del tržnega deleža, je zračni prevoz sredstvo prevoza, ki se bo v naslednjih letih še razvijalo. S tem se popolnoma strinjam."
Europarl,sl,It is by no means a guarantee against animals bringing diseases across borders.,,"Nikakor ne predstavlja jamstva, da se bolezen z živalmi ne prinese prek meja."
Europarl,sl,It lays down substantive provisions imposing obligations on data controllers and recognising the rights of individuals.,(a)Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:Devidenza:,"Določa bistvene določbe, ki upravljavcem podatkov nalagajo obveznost in priznavajo pravice posameznikov."
Europarl,sl,"In addition, we must ensure that the sanctions we impose are in proportion to the breach of regulations.",,"Poleg tega moramo zagotoviti, da so kazni, ki jih naložimo, v sorazmerju s kršitvijo predpisov."
Europarl,sl,Korea has shown a willingness and an ability to negotiate a far-reaching and comprehensive bilateral trade agreement.,Korea,Koreja je pripravljena in sposobna doseči daljnosežen in splošen dvostranski sporazum o trgovini.
Europarl,sl,"Secondly, in most Member States of the European Union, these low-cost airlines make the service of judicial documents impossible so that consumer protection is greatly hampered, exactly where consumers actually want to defend themselves legally.",ininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininininin,"Drugič, v večini držav članic Evropske unije te nizkocenovne letalske družbe onemogočajo vročanje sodnih dokumentov, zato je varstvo potrošnikov precej ovirano, točno tam, kjer se potrošniki dejansko želijo pravno zaščititi."
Europarl,sl,This will have even less of an impact on all 27 European Union Member States.,,Imelo bo še manjši vpliv na vseh 27 držav članic Evropske unije.
Europarl,sl,We would have had to deal with speculation and competitive devaluation among more than 20 national currencies.,Speculation and competitive devaluation among more than 20 national currencies.,Ukvarjati bi se morali s špekulacijami in konkurenčno devalvacijo med več kot 20 nacionalnimi valutami.
Europarl,es,That is what I wanted to say in conclusion.,,Esto es lo que deseaba declarar a modo de conclusión.
Europarl,es,End of quote.,,Fin de la cita.
Europarl,es,Young people are unquestionably a key resource in whom we must invest in order to revitalise the European Union economy as a whole.,"Neuesporablemente, Young people are a key resource in which we must invest in order to revitalize the economy of the European Union as a whole.","La juventud es, sin lugar a duda, un recurso clave en el que debemos invertir para poder revitalizar la economía de la totalidad de la Unión Europea."
Europarl,es,"Our involvement in that would not serve the interests of the European powers; on the contrary, it would expose our peoples to the effects of terrible divisions in our common maritime region.",,"Si hacemos esto, no serviremos a los intereses de las potencias europeas, sino que expondremos a nuestros pueblos a los efectos de terribles divisiones en nuestra región marítima común."
Europarl,es,"the oral question by Mrs Lepage, Mrs Wallis and Mrs Ries, on behalf of the ALDE Group, to the Commission on the revision of the framework for Commission expert groups and balanced representation and transparency (B7-0014/2011)","Lepage, Mrs. Wallis and Mrs. Ries, on behalf of the ALDE Group, to the Commission on the review of the framework for the Commission expert groups and balanced representation and transparency (B7-0014/2011)","la pregunta oral a la Comisión sobre la revisión del marco relativo a los grupos de expertos de la Comisión, transparencia y composición equilibradas, de Corinne Lepage, Diana Wallis y Frédérique Ries, en nombre del Grupo ALDE - B7-0014/2011)."
Europarl,es,TOPICAL AND URGENT DEBATE,,DEBATE DE ACTUALIDAD Y URGENCIA
Europarl,es,"I should like to ask the House to accept these proposed amendments, because what we are trying to do here is to give the Member States more responsibility.",,Ruego a todas y todos los colegas que las aprueben. Pues aquí también se trata de que los Estados miembros tomen sobre sus hombros una mayor responsabilidad.
Europarl,es,"After all, that is what we are expecting from the applicant countries.",,Lo esperamos de los Estados candidatos.
Europarl,es,"After some heated discussions in the Committee on Culture on the distinction between secularism and secularity, our colleague did claim to respect secularity.",,Nuestro colega declara -tras ásperas discusiones en el seno de la Comisión de Cultura para establecer una distinción entre laicismo y laicidad- respetar la laicidad.
Europarl,es,"I would like to ask if you are aware that a large majority of this House has repeatedly declared itself to be in favour of protecting the interests of small producers within the Community, in the West Indies and in other developing countries, against the multinationals' attempts to dominate the world banana market.",,"Yo quisiera preguntarle si es consciente de que este Parlamento se ha pronunciado reiteradamente, por grandes mayorías, en favor de la protección de los intereses de los pequeños productores comunitarios y de los pequeños productores de los países antillanos y de otros países en desarrollo frente a la pretensión de las multinacionales de dominar el mercado mundial del plátano."
Europarl,es,What will be the orientation of the Central Bank's monetary policy?,,¿Cuál será la orientación de la política monetaria del Banco Central?
Europarl,es,"The issue here is not only making the common market work perfectly, but also the right of the citizen to strike, which is held as sacred in my country, Finland.",,"No se trata únicamente de introducir mejoras en las actividades del mercado único, sino también de garantizar un derecho de los ciudadanos que se considera sagrado en mi país, el derecho a la huelga."
Europarl,es,"   Mr President, ladies and gentlemen, we are spectators of the Bolkestein masked ball, which has returned here to the European Parliament.","Mr. President, ladies and gentlemen, we are spectators of the Bolkestein masked ball, which has returned here to the European Parliament.","   – Señor Presidente, Señorías, asistimos a la mascarada Bolkestein, que ha vuelto al Parlamento Europeo."
Europarl,es,"Through this process, we have the opportunity to contribute to a truly integrated EU retail market, providing consumers with lower prices and more choice and giving a measured stimulus to growth and jobs.",,"Este proceso nos brinda la oportunidad de contribuir a que el mercado minorista de la UE se integre realmente, lo que permitirá ofrecer precios más bajos y más opciones a los consumidores y estimulará de manera adecuada el crecimiento y el empleo."
Europarl,es,"Not everything will be perfect, and I can predict that there will be difficulties, but the Commission is firmly convinced that the Community's policies and programmes will work even when there are twenty-five Member States.",,"No todo será perfecto y puedo predecir que habrá dificultades, pero la Comisión está firmemente convencida de que las políticas y programas comunitarios funcionarán incluso con 25 Estados miembros."
Europarl,es,"Madam President, I come from the West Midlands, and 20% of the West Midlands is classified as green belt.","Madame President, I come from the West Midlands, and 20% of the West Midlands is classified as green belt.","Señora Presidenta, yo vengo de West Midlands, y el 20 % de esa región está clasificada como cinturón verde."
Europarl,es,"Thus, for example, the Joint Operation Hera 2008, carried out under the aegis of the Frontex agency, has achieved a significant reduction in the number of migrants landing on the coast of the Canary Islands.",,"Así, por ejemplo, la operación conjunta HERA 2008, llevada a cabo bajo la tutela de la Agencia Frontex, ha logrado una reducción considerable del número de inmigrantes que llegan a la costa de las Islas Canarias."
Europarl,es,"What is at issue is a fall in production in areas such as Castile-La Mancha, Castile-Leon and Andalusia, which are all Objective 1 regions. Their economic activity revolves around this product as it represents the only means of making a living in these areas.",,"Estamos hablando de una caída de cultivo que se localiza en países y regiones como Castilla-La Mancha, Castilla-León o Andalucía, todas ellas configuradas en el Objetivo nº 1, y que han hecho en torno a este cultivo su verdadera movilización, porque es la única actividad económica de ese espacio territorial."
Europarl,es,"Finally, it is with concern that the European Union takes note of the findings of the United Nations' agencies and programmes on the ground.",Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:Note:,"Por último, la Unión Europea toma nota con preocupación de las constataciones sobre el terreno de los organismos y programas de las Naciones Unidas."
Europarl,es,"While it is true that there are no proposals to grant independence to this new political entity, this new quasi-state is supposed to have its own national anthem, flag and mini army.",,"Aunque es cierto que nadie propone conceder la independencia a esta nueva entidad política, se supone que esta nueva entidad casi estatal tendrá su propio himno nacional, su bandera y su miniejército."
Europarl,sv,I would therefore urge you to include a paragraph on regions.,,Jag uppmanar därför med kraft till att en punkt angående regionerna skall antas.
Europarl,sv,"Finally, Mr President, major alterations must be made to the Council' s common position.",,"Avslutningsvis, herr talman, behöver det göras viktiga ändringar i den här gemensamma ståndpunkten från rådet."
Europarl,sv,"We must not, however, be afraid to use legislation if this is what is required for us to achieve our objectives.",,"Men vi får inte vara rädda att använda lagstiftningen, om det är det som måste till för att vi skall kunna nå vårt mål."
Europarl,sv,It was the European Union which had to take charge of this whole issue.,"Era EEA, e cila",Det var EU som måste ta sig an hela denna fråga.
Europarl,sv,"If it is going to be, please tell us.",,Om det ska bli ett krav så var vänlig och säg det.
Europarl,sv,"We can truly hope, Mr President, ladies and gentlemen, that this issue will be concluded in the coming months, with this decision on a final date, set as the start of June, when the Council will, in fact, have to make its decision.",,Vi kan verkligen hoppas att denna fråga kommer att avslutas under de närmaste månaderna i och med detta beslut om ett slutdatum i början på juni då rådet faktiskt måste fatta sitt beslut.
Europarl,sv,Its requirements offer a chance for the Western model of rule of law and internal and external stability in the region.,,Kraven i denna plan utgör en möjlighet för västvärldens rättstatsmodell och den interna och externa stabiliteten i regionen.
Europarl,sv,"But there should be regulation, a European framework, as the problems cross national borders and this issue is also part of the working of the internal market.",,"Det måste dock finnas regler, en europeisk ram, eftersom problemen är gränsöverskridande och eftersom dessa problem även gäller den inre marknaden."
Europarl,sv,Liberals and Democrats will back your presidency and your drive for better regulation.,Liberals and Democrats will back your presidency and your drive for better regulation.,Liberaler och demokrater kommer att stödja ert ordförandeskap och er strävan efter bättre och enklare lagstiftning.
Europarl,sv,"The same law of the marketplace which acts against the dignity of citizens and workers in our own countries, has transformed other countries, in Europe and the Third World alike, into booty and merchandise.",()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()())()()()())()())()()())())()()(),"Marknadens lag själv, vilken ställer sig mot våra egna länders medborgares och arbetares värdighet, har omvandlat vissa andra länder, i Europa och tredje världen, till bytes- och handelsvara."
Europarl,sv,"The European Union must show its support for Pakistan and help to minimise the devastating effects of the floods, as it has done through its policy of humanitarian aid and international cooperation when other tragic events have occurred.","European Union must show its support for Pakistan and help to minimize the devastating effects of the floods, as it has done through its policy of humanitarian aid and international cooperation when other tragic events have occurred.","EU måste visa sitt stöd för Pakistan och hjälpa till att minimera översvämningarnas förödande effekter, vilket unionen har gjort genom sin politik för humanitärt bistånd och internationellt samarbete när andra tragiska händelser har inträffat."
Europarl,sv,"Why not establish a centre of excellence in Poland to speed up the use of biomass in the whole of Eastern Europe, in combination with heat networks?","Samozrejme, a Polonian High School of Excellence (Centre of Excellence) – a Polonian High School of Excellence (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (Centre of Excellence) – (C","Varför inte upprätta ett expertcentrum i Polen för att skynda på användningen av biomassa i hela Östeuropa, i kombination med uppvärmningsnät?"
Europarl,sv,It is good that there have been improvements to the Food Safety Authority in terms of both time and resources.,Statistiku Food Safety Authority (Food Safety Authority) zlepšili s ohledem na čas i zasoby.,"Det är bra att det har blivit förbättringar för livsmedelsmyndigheten, beträffande både tid och resurser."
Europarl,sv,I hope that it will constitute a good start to more intensive cooperation in many fields within the EU.,,Jag hoppas att det kan bli en bra start på ett mer intensivt samarbete på många områden i EU.
Europarl,sv,"It is therefore shameful that in the country that is to host the Olympics in a few months' time, people are being shot at and those who wish to express publicly their aspirations as citizens are being killed.",()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()())()()()())()())()()())())()()(),Det är därför skamligt att man i landet som står värd för de olympiska spelen om några månader skjuter på folk och dödar dem som offentligt uttrycker sina åsikter som medborgare.
Europarl,sv,"Amendment No 69 is a correction to Amendment No 41, presented by the rapporteur, Mrs Paciotti, in consultation with the Commission and the Council Presidency, with a view to safeguarding the Commission' s right of initiative.",(4)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6)(6),Ändringsförslag 69 utgör en ändring av ändringsförslag 41. Det har lagts fram av föredragande Paciotti i samförstånd med kommissionen och rådets ordförandeskap för att bevara kommissionens initiativrätt.
Europarl,sv,I ask you therefore: to what do we owe this huge reduction in the Community contribution?,──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────,Därför frågar jag er vad denna stora minskning av gemenskapsbidrag beror på?
Europarl,sv,a political solution must bring about the return of those who have been displaced and it must in particular ensure that we do not have another ten years of nationalist madness in the Balkans with hundreds of thousands of more deaths.,,"Syftet med en politisk lösning måste vara att de fördrivna skall kunna återvända, och i synnerhet att förhindra tio år till med ett nationalistiskt vansinne på Balkan med ytterligare hundratusentals döda."
Europarl,sv,"If so, what was the outcome?",,"Om ja, vilka blev resultaten av detta möte?"
Europarl,sv,"In light of the tendency towards trade globalisation, the unlawful appropriation of designations of origin belonging to high-quality European products and the unfair competition due to cheap labour, this internal and external commitment to promoting agricultural products is particularly pertinent.",,"Mot bakgrund av att handeln blir alltmer globaliserad, att ursprungsbeteckningar som är avsedda för europeiska produkter av hög kvalitet används orättmätigt och att illojal konkurrens uppstår på grund av billig arbetskraft är denna satsning både inom och utanför EU på att främja jordbruksprodukter extra viktig."
TED,sq,"It was like, """" Don't mess with me.",,"ishte pak a shume, """" Mos u ngaterro me mua."
TED,sq,Do not fear what has blown up.,,Mos u frikeso nga ajo c 'ka shpertheu.
TED,sq,"So if you look at the hip surgery story again, there was a study done a couple years ago where they compared the U.S. and Sweden.",──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────,"Pra n.q.s shikojmë tek kirurgjia e legenit përsëri, ka qënë bërë një studim disa vite më parë që kanë krahasur U.S dhe Suedinë."
TED,sq,"Life is a right, not collateral or casual.",,"Jeta eshte e drejte, nuk vjen si pasoje e as rastesisht."
TED,sq,"This can be viewed from any of the cardinal directions to show you the 3D structure of the city, all the facades.",,"Kjo mund të shihet nga secili nga drejtimet kryesore t 'ju tregojë strukturën 3D te qytetit, të gjitha fasadat."
TED,sq,"Today, viruses are a global problem.",VirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescienceVirusmiescience,Sot viruset janë një problem global.
TED,sq,"(Laughter) Through the artifacts, I bring social issues which surround me in Russia into the conversation.",(笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑) (笑),(Te qeshura) Nepermjet objekteve une sjell ceshtje sociale qe me rrethojne mua ne Rusi neper biseda.
TED,sq,Every single email you write is saved and sent to the criminals.,,Çdo email që shkruani ruhet dhe u dërgohet shkelësve të ligjit.
TED,sq,"But combined in a certain way, they can create something that still looks three-dimensional, like it could exist.",,"Mirëpo të kombinuar në mënyra të ndryshme, ato mund të krijojnë diçka që mund të duket me të vërtetë tri-dimensionale, sikur të kishte ekzistruar."
TED,sq,We have to try better. Let's show them another example.,,Ne duhet të përpiqemi më shumë. Le t 'ju japim atyre një shembull tjetër.
TED,sq,The best part about restorative seafood though is that it comes on the half-shell with a bottle of Tabasco and lemon wedges.,,Por pjesa me e mire mbi ushqim deti restaurues eshte qe vjen ne gjysem me nje shishe Tabasco dhe copa limoni.
TED,sq,"At that moment, I started thinking.","Eh, v tom momentu, nadehnowało mi się to.","Në atë moment, fillova të mendoj."
TED,sq,We learn these really bad lessons really well.,,Ne i mësojmë këto mësime të këqija shumë mirë.
TED,sq,"Now, why does this happen?",──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────,"Tani, pse ndodh kjo?"
TED,sq,So what's it like to be a baby?,,"Pra, si eshte te jesh bebe?"
TED,sq,You guys are answering the question: How does it feel to realize you're wrong?,,Ju iu përgjigjët pyetjes: Si ndiheni kur e kuptoni se keni gabuar?
TED,sq,"On the right side you can see my colleague Soren, who's actually in the space.",,"Ne krahun e djathtë timin mund të shihni kolegun tim Soren, i cili është ne hapsir."
TED,sq,In a way that dresses like us and thinks like we do.,,Në një mënyrë që të vishet si ne dhe të mendojë ashtu si ne.
TED,sq,"It's an assumption that modernity is a product simply of competition, markets and technology.",,"Është një supozim se modernizmi është thjesht një produkt i konkurrencës, tregjeve, dhe teknologjisë."
TED,sq,So I proposed to the mayor while I was making partitions.,,Keshtuqe i propozova kryebashkiakut ne kohen kur po beja panelet ndares.
TED,bg,"Another way of thinking about it is instead of thinking of babies and children as being like defective grownups, we should think about them as being a different developmental stage of the same species — kind of like caterpillars and butterflies — except that they're actually the brilliant butterflies who are flitting around the garden and exploring, and we're the caterpillars who are inching along our narrow, grownup, adult path.",,"Друг начин да погледнем на нещата е вместо да мислим за бебетата и децата като дефектни възрастни е да гледаме на тях като на различна фаза от развитието на същият вид — например като гъсениците и пеперудите — само че, те всъщност са прекрасните пеперуди, които летят из градината и проучват, а ние сме гъсениците, които напредваме по нашият тесен, пораснал път на възрастни."
TED,bg,"He has been charged, about five days ago, with obtaining 150,000 cables and releasing 50.",5 days ago,"Той бе осъден, преди около пет дни затова че притежава 150 000, и че е пуснал 50."
TED,bg,"Most of the catadores work independently, picking waste from the streets and selling to junk yards at very low prices.",,"Повечето catadores работят независимо, събират боклук от улиците и го продават на сметищата на много ниска цена."
TED,bg,I think the important point here is recognizing that all of us are flawed.,,"Мисля, че важното тук е да осъзнаем, че всички имаме недостатъци."
TED,bg,We're going to eradicate fear.,Nós d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d,Но трябва да се освободим от страха.
TED,bg,Business: The lowest perception in the E.U.,:,"Бизнес: най-ниското съзнание в Е.С.,"
TED,bg,"I had another week until my flight home, and I knew the name of the town that I was in, and the name of the city that I needed to get to to fly out, but I had no idea how to get around.",,"Имах седмица до обратния полет и знаех името на града, в който бях и името на града, от който щях да излетя, но нямах представа как да се придвижа."
TED,bg,"So, so far, collectively all the World of Warcraft gamers have spent 5.93 million years solving the virtual problems of Azeroth.",️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,"Затова досега общо всички геймъри в """" Света на Уоркрафт """" са прекарали 5,93 милиона години в разрешаване на виртуалните проблеми на Азерот."
TED,bg,"Voice: Marco, I did not know you could do that. (Laughter) MT: And is it a coincidence that there are 52 cards in a deck of cards, just as there are 52 weeks in a year?",,"Глас: Марко, не знаех, че можеш да правиш това. (Смях) МТ: Съвпадение е ли, че има 52 карти в една колода карти и има 52 седмици в годината?"
TED,bg,Thank you.,,Благодаря ви.
TED,bg,So we used the same window vocabulary to construct our own frame or grid that's suspended in the room and that can be viewed from two sides.,,"И така, ние използвахме представата за същия този прозорец, за да конструираме наша собствена рамка или решетка, която е окачена в стаята и може да се види от две страни."
TED,bg,You can see where the limits of the reserve are because you see the boats lined up.,,"Вижда се къде са границите на резервата, защото виждаш подредените лодки."
TED,bg,(Applause) So when did this habit start?,─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────,"(Ръкопляскане) И така, кога се е появил този навик?"
TED,bg,"In three years' time, we plan to have covered 40 percent of the disease burden.",️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,В рамките на три години планираме да покрием 40% от по-значимите заболявания.
TED,bg,"So, for example, if I was angry and had to hide it, which I often did, being very adept at concealing how I really felt, then the voice would sound frustrated.",──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────,"Например, ако бях ядосана и трябваше да го скрия, което правех често, да бъда много умела в прикриването на чувствата ми, тогава гласът звучеше разстроено."
TED,bg,"She passes that virus on to baby, and it takes a really, really, really long time — as the redwood trees — for that serious meme to get out of our operating system.",,"Тя предава вируса на бебето, и отнема много, много, ама наистина много време — колкото да пораснат секвои — докато този 'сериозен' вирус излезе от нашата операционна система."
TED,bg,"I've got a plastic fork, don't you know? """" Strategic.","“I have a plastic fork, don’t you know?” – “I have a plastic fork, don’t you know?” – “I have a plastic fork, don’t you know?” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” – “I have a plastic fork.” –","Имам пластмасова вилица, не разбираш ли? """" Добра стратегия."
TED,bg,This version of love allows us to decide what it looks like.,,Тази версия на любовта ни позволява да изберем как да изглежда.
TED,bg,"Now in closing, I think what we all need to be thinking about is if we want that to become our reality — and if so, what it means for a definition of life and everything that comes after it.",,"Сега в заключение, мисля, че онова, над което всички ние трябва да се замислим е дали искаме това да стане нашата реалност — и ако е така, какво означава това за дефиницията на живота и всичко, което идва след него."
TED,bg,"These became the two bookends of his life, and the journey he traveled in between mirrored the changing development landscape.",,"Това станаха двете правила в живота му и пътят, който той измина между тях отразяваше развитието на пейзажа."
TED,hr,(Applause) That's happened quite a lot though.,,"(pljesak) Ovo se, međutim, dogodilo poprilično mnogo puta."
TED,hr,Then I got a call from New York City asking if I could adapt these concepts to Times Square or the High Line.,,Zatim sam dobila poziv iz New York City-a pitajući me bih li mogla adaptirati te koncepte na Times Square-u ili na Highline-u.
TED,hr,"We just spent an entire week talking about innovations and advancements and improvements, but you know why we need all of those innovations and advancements and improvements?","Ten we just spent a whole week talking about innovations and advances and improvements, but you know why we need all those innovations and advances and improvements?","Proveli smo cijeli tjedan govoreći o inovacijama i napretku, i poboljšanjima, ali znate zašto trebamo sve te inovacije, i napredak, i poboljšanja?"
TED,hr,"They came and went, and I couldn't quite do stuff.",Have got and went and I couldn’t do anything.,Došli su i prošli i nisam se ničega primio.
TED,hr,I want to know how I impact them.,Meet me how I have an impact on them.,Želim znati kako utječem na njih.
TED,hr,"They can heat their bodies 20 degrees above ambient temperature, they can swim at over 40 miles an hour.",SupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernaturalSupernatural,"Mogu se zagrijati i do 20 stupnjeva iznad temperature zraka, mogu plivati i preko 40 km / h."
TED,hr,I mean there's like — there's a method that can be deployed for various things.,I mean there’s like—there’s a method that can be deployed for various things.,"Mislim, postoji... postoji metoda koja može biti upotrebljena za različite stvari."
TED,hr,"I'm looking out and I'm seeing the cops bashing students' heads, shooting tear gas, and watching students throwing bricks.","I am looking out and I am seeing the police shaking students’ heads, shooting tear gas, and watching students throwing bricks.","Gledam vani i vidim kako policajci lupaju studente po glavama, ispucavaju suzavac, i gledaju kako studenti bacaju cigle na njih."
TED,hr,"But I think I felt like it was my job to be miserable, because if I could be miserable, then I would prove how much I loved him.",,"Na neki sam način smatrala da se moram osjećati jadno jer ako sam mogla biti jadna, to je dokazivalo koliko sam ga voljela."
TED,hr,"And he pulled it toward him, like so, and he took the knife and he put it on the tip.",,"povukao ih prema sebi, ovoliko, uzeo nož i prislonio ga na vrh."
TED,hr,"Here's the latest virus we've found, in a file called Server.exe.","Eto the latest virus we have found, in a file called Server.exe.","Evo posljednjeg virusa koji smo našli, u datoteci pod imenom Server.exe."
TED,hr,"All right, now that might seem like an even taller order to actually demonstrate.",,Možda vam se čini da će taj poredak biti još teže dokazati
TED,hr,It's like a hangover from protein.,,To je poput mamurluka od proteina.
TED,hr,Thank you very much.,,Hvala vam puno.
TED,hr,Same as the other side.,,Isto kao i s druge strane.
TED,hr,It can make war seem like tragedy or farce.,,Rat može učiniti tragedijom ili farsom.
TED,hr,Identity politics is made of solid bricks.,Identity policy is made of solid bricks.,Politika identiteta sačinjena je od tvrde opeke.
TED,hr,"I mean, like any sort of growing startup organization, we are sort of overwhelmed by our growth, and that means we're getting enormous quantity of whistleblower disclosures of a very high caliber but don't have enough people to actually process and vet this information.",,"Kao svaka rastuća organizacija u svojim početcima, na neki način smo preplavljeni sa vlastitim rastom. To znači da dobivamo ogromnu količinu informacija od strane zviždača veoma visokog kalibra, ali nemamo dovoljno ljudi da zapravo istraže sve te informacije."
TED,hr,Maybe you didn't know that.,You didn’t know that.,Možda to niste znali.
TED,hr,"I don't know why they did it, but I learned something about it.",,"Ne znam zašto su to radili, ali sam naučio nešto o tome."
TED,cs,"For example, in the Caucasus there's a site where you find local Neanderthal tools.",,"Například na Kavkaze existuje místo, kde můžete najít neandrtálské místní nástroje."
TED,cs,"Because after all, if you ask even grownups about statistics, they look extremely stupid.",,"Protože když se i dospěláků zeptáte na statistiku, vypadají hodně hloupě."
TED,cs,"Untrusting — you're obviously a criminal, so I'm going to install cameras.",,"Nedůvěřivá — každý je očividně delikvent, a proto nainstaluji kamery."
TED,cs,"So what happens for adults is we decide that something's relevant or important, we should pay attention to it.",,"U nás dospělých dochází k tomu, že se rozhodujeme, že něco je relevantní nebo důležité a měli bychom tomu věnovat pozornost."
