Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,et,"In the future, it is our task to build Europe together.",tulevikus on meie ülesanne ehitada euroopa koos.,tulevikus tuleb meil euroopat ühiselt edasi ehitada.
alirezamsh/small100,et,"To this end, the European Central Bank must refinance national banks with a loan, which would be all the more beneficial because it would be used for employment, training and investment in research and for the development of a new generation of environmentally friendly vehicles.","selleks peab euroopa keskpank refinantseerima riikide pangad laenuga, mis oleks kõige kasulikum, sest seda kasutatakse tööhõive, koolituse ja teadusuuringute investeerimiseks ning uue põlvkonna keskkonnasõbralike sõidukite väljatöötamiseks.","selleks peab euroopa pank finantseerima riiklikke panku teist korda laenuga, mis oleks seda kasulikum, sest seda kasutataks tööhõiveks, koolitamiseks ja investeeringuteks uue põlvkonna keskkonnasõbralike sõidukite uurimis- ja arendusttegevuseks."
alirezamsh/small100,et,It is not good enough for all of us just to become great speakers; we have to show we can be great listeners too.,"see ei ole piisavalt hea, et me kõik oleksime lihtsalt suured kõnelejad; peame näitama, et saame olla ka suured kuulajad.","sellest ei piisa, kui me kõik lihtsalt saame suurepärasteks kõnemeesteks; me peame näitama, et suudame olla ka suurepärased kuulajad."
alirezamsh/small100,fi,I have attended more debates like this than I care to remember here in the European Parliament and at some point they start to sound like empty liturgies.,olen osallistunut enemmän tällaisiin keskusteluihin kuin mieluummin muistan täällä euroopan parlamentissa ja jossain vaiheessa ne alkavat kuulostaa tyhjä liturgioita.,"euroopan parlamentissa on aiemminkin kuultu tämänkaltaisia keskusteluja, ja ne alkavat minusta jo muistuttaa sisältöä vailla olevia rituaaleja."
alirezamsh/small100,fi,"Instead, we want the current UCLAF to be replaced by an office of fraud prevention with full operational independence, but not one that is a satellite organisation somewhere outside the institutions of the EU.","sen sijaan haluamme, että nykyinen uclaf korvataan täysin toiminnallisesti riippumaton petostentorjuntatoimisto, mutta ei sellainen, joka on satelliittijärjestö jossakin eu:n toimielinten ulkopuolella.","vaadimme paljon enemmän, vaadimme tällä hetkellä toimivan uclafin korvaamista petostentorjunnasta vastaavalla virastolla, jonka toiminta on täysin riippumatonta, mutta joka ei toimi satelliittina jossakin eu: n toimielinten ulkopuolella."
alirezamsh/small100,fi,"The next item is the debate on the report (A5-0332/2001) by Mr Brok, on behalf of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, on the progress achieved in the implementation of the common foreign and security policy (C5-0194/2001 - 2001/2007(INI)).","seuraava kohta on keskustelu brokin ulkoasioiden, ihmisoikeuksien, yhteisen turvallisuus- ja puolustuspolitiikan valiokunnan puolesta kertomuksesta (a5-0332/2001) yhteisen ulko- ja turvallisuuspolitiikan täytäntöönpanossa saavutetusta edistymisestä (c5-0194/2001 - 2001/2007(ini)).","esityslistalla on seuraavana brokin laatima ulkoasioiden, ihmisoikeuksien sekä yhteisen turvallisuuden ja puolustuspolitiikan valiokunnan mietintö (a5-0332/2001) yhteisen ulko- ja turvallisuuspolitiikan toteuttamisessa tapahtuneesta edistymisestä (c5-0194/2000 - 2001/2007(ini))."
alirezamsh/small100,fi,"But the precise way in which these changes are to be implemented and, more remarkably still, the new conditions of service which will apply to new JET staff, are not included in the Commission proposal at all.","täsmällinen tapa, jolla nämä muutokset on toteutettava, ja vielä huomattavammin uusia jet-henkilöstöä koskevia uusia palvelusehtoja, ei kuitenkaan sisällytetä komission ehdotukseen lainkaan.","komission ehdotus ei kuitenkaan lainkaan määrittele tarkkaa tapaa, joilla nämä muutokset ja etenkin uuden jet-henkilöstön työehdot pannaan täytäntöön."
alirezamsh/small100,fi,"The European Parliament has serious concerns about the deterioration in freedom of the press, about certain acts of censorship and about growing self-censorship within the Turkish media, including on the Internet.","euroopan parlamentilla on vakavia huolenaiheita lehdistönvapauden heikkenemisestä, tietyistä sensurointiin liittyvistä toimista ja kasvavasta itsesensuroinnista turkin mediassa, myös internetissä.","euroopan parlamentti on vakavasti huolissaan lehdistönvapauden heikkenemisestä, eräistä sensuuritoimenpiteistä ja turkin tiedotusvälineiden lisääntyvästä itsesensuurista myös internetissä."
alirezamsh/small100,fi,"The time has come now for the European Commission, taking seriously the work it has done to date, to develop a strategy which - as my colleague Mrs Járóka has also mentioned - will be able to put an end to discrimination and to call to account those countries that are lagging behind in terms of legislation.","nyt on aika, että euroopan komissio ottaa vakavasti tähän mennessä tehty työtä, kehittää strategia, joka - kuten kollegoini járóka on myös maininnut - pystyy lopettamaan syrjinnän ja kehottamaan ottamaan huomioon ne maat, jotka ovat lainsäädännössä taaksepäin.","euroopan komission on nyt aika tarkastella todella työtä, jota se on tehnyt tähän saakka, laatia strategia, jolla - kuten kollegani jäsen járóka jo sanoi - kykenemme torjumaan syrjintää, sekä vaatia selitystä mailta, jotka ovat jääneet lainsäädäntötoimissaan muista jälkeen."
alirezamsh/small100,fi,"What I can tell him is that we are not going to carry out this study in isolation, but in collaboration with you. And not only with you, but also with those members of the European public who have something to say to us on this matter.","voin kertoa hänelle, että emme tee tätä tutkimusta erikseen, vaan yhteistyössä teidän kanssa. ja ei vain teidän kanssanne, vaan myös niiden euroopan yleisön jäsenten kanssa, joilla on jotain sanottavaa meille tästä asiasta.","voin kuitenkin sanoa, että emme tee tätä tutkimusta eristäytyneenä, vaan yhdessä teidän kanssanne, ja sen lisäksi niiden eurooppalaisen yhteiskunnan henkilöiden kanssa, jotka haluavat tiedottaa meille jotain asiasta."
alirezamsh/small100,fi,"Whenever a risk was suspected, a less thorough investigation was carried out, just to be on the safe side.","kun riski epäillään, tehtiin vähemmän perusteellinen tutkimus vain turvallisella puolella.","jos riskiä epäiltiin, tehtiin vähemmän kattava tutkimus kaiken varalta."
alirezamsh/small100,fi,"In some senses, therefore, there is no real balance but, on the other hand, Commissioner, the agreement is obviously a step forward and an improvement over the present situation.","joissakin tavoin ei siis ole todellista tasapainoa, mutta toisaalta komissaari, sopimus on ilmeisesti askel eteenpäin ja parantaminen nykytilanteessa.","siksi joissain suhteissa todellista tasapainoa ei ole, mutta toisaalta, arvoisa komission jäsen, sopimus on selvä parannus nykytilanteeseen."
alirezamsh/small100,fi,"During the German Presidency, the Amsterdam Treaty will come into force.",saksan presidentinvaltion aikana amsterdamin sopimus tulee voimaan.,amsterdamin sopimus tulee voimaan saksan puheenjohtajakauden aikana.
alirezamsh/small100,fi,"After the Treaty of Amsterdam and some months after the Lisbon council, we all know that a new context has been created for Community action in the area of social policies and social exclusion and social protection.","amsterdamin sopimuksen jälkeen ja muutama kuukausi lissabonin neuvoston jälkeen tiedämme, että on luotu uusi yhteys yhteisön toimintaan sosiaalisen politiikan sekä sosiaalisen syrjäytymisen ja sosiaalisen suojelun alalla.","me kaikki tiedämme amsterdamin sopimuksen jälkeen ja muutama kuukausi lissabonin eurooppa-neuvoston jälkeen, että yhteisön toimille on luotu uudet puitteet sosiaalipolitiikkojen, sosiaalisen syrjäytymisen ja sosiaalisen suojelun alalla."
alirezamsh/small100,fi,We hope that our cooperation with the new Commission will be constructive.,"toivomme, että yhteistyömme uuden komission kanssa on rakentavaa.","toivomme, että yhteistyöstämme uuden komission kanssa tulee rakentavaa."
alirezamsh/small100,fi,In the Auto Oil programme we had to reduce sulphur content to values in millionths.,auto oil -ohjelmassa joudumme vähentämään rikkipitoisuutta miljoonien vuosien aikana.,auto-oil -ohjelmassa meidän pitää saada rikkipitoisuudet alenemaan joihinkin miljoonasosiin.
alirezamsh/small100,fi,"The point has to be made that the day after the China report was adopted in Parliament, dissidents were being rounded up and missiles were being aimed at Taiwan from southern China.","päivänä, kun kiinan raportti hyväksyttiin parlamentissa, vastustajat kierrätettiin ja ohjukset kohdistettiin taiwanille etelä-kiinassa.","täytyy sanoa, että seuraavana päivänä sen jälkeen, kun kiinaa koskeva mietintö oli hyväksytty parlamentissa, toisinajattelijoita vangittiin ja ohjukset suunnattiin taiwaniin etelä-kiinassa."
alirezamsh/small100,fi,"We have been able to eliminate some elements from the dispute that are of great importance to me, and I hope that tomorrow the situation will remain the same.","olemme onnistuneet poistamaan joitakin elementtejä, jotka ovat minulle erittäin tärkeitä, ja toivon, että huomenna tilanne pysyy samana.","keskustelun piiristä poistettiin asioita, joita pidän hyvin tärkeinä, ja toivon, että huomenna tilanne pysyy samana."
alirezamsh/small100,fi,"She would, however, like to me to emphasise that without exception, all CAP reforms in Europe have allowed over ten years for the activities affected to adjust gradually to the changes entailed by changing from a policy of price support to a system of support for producers.","hän haluaa kuitenkin korostaa, että poikkeuksetta kaikilla eurooppalaisilla ymp:n uudistuksilla on sallittu yli kymmenen vuoden ajan asianomaisille toimille sopeutua asteittain muutoksiin, jotka johtuvat muutoksista hinnoittelupolitiikasta tuottajan tukijärjestelmään.","hän halusi minun kuitenkin korostavan, että poikkeuksetta kaikissa euroopassa tehdyissä ymp:n uudistuksissa on jätetty toimenpiteiden kohteena oleville aloille yli kymmenen vuotta aikaa sopeutua asteittain muutoksiin, joita siirtyminen hintatukipolitiikasta tuottajatukijärjestelmään tuo mukanaan."
alirezamsh/small100,fi,"The rapporteur, Mrs Stauner, and the draftsmen of the opinions of the other discharge reports and working documents, whom I should like to congratulate on their work, have based their work first and foremost on the annual and special reports of the Court of Auditors and on the Commission' s replies.","esittelijä stauner ja muiden vapautusraporttien ja työasiakirjojen lausuntojen esittelijät, joita haluan onnittelua heidän työstään, ovat perustaneet työnsä ensisijaisesti tilintarkastustuomioistuimen vuosikertomuksiin ja erityiskertomuksiin sekä komission vastauksiin.","esittelijä, jäsen stauner, samoin kuin muiden vastuuvapautta koskevien mietintöjen ja työasiakirjojen laatijat, joita onnittelen heidän työstään, ovat tukeutuneet ensi sijassa tilintarkastustuomioistuimen vuosikertomukseen ja erityiskertomuksiin, mutta myös komission vastauksiin."
alirezamsh/small100,fi,"It is evident, then, that what Sudan would prefer is to be left to itself and its civil war.","silloin on selvää, että sudan mieluummin jättää itselleen ja sen sisällissota.","on ilmiselvää, että sudan toivoo, että se jätetään rauhaan ja että se voisi jatkaa sisällissotaansa."
alirezamsh/small100,fi,I would like to thank all of the political groups for the support they have shown for this report.,"haluan kiittää kaikkia poliittisia ryhmiä tuesta, joita he ovat osoittaneet tähän raporttiin.",kiitän kaikkia poliittisia ryhmiä mietinnölle osoitetusta tuesta.
alirezamsh/small100,fi,I therefore welcome a final settlement concerning the organisation of the markets in the sugar sector.,tästä syystä olen tyytyväinen lopulliseen ratkaisuun sokeralan markkinoiden järjestämisestä.,olen tämän vuoksi iloinen sokerialan markkinajärjestelyjä koskevasta lopullisesta ratkaisusta.
alirezamsh/small100,fr,"As Europeans, with our experience, our culture of peace and our economic opportunities, we too are called upon to make our contribution towards a better future for Iraq.","en tant que européens, avec notre expérience, notre culture de paix et nos opportunités économiques, nous sommes aussi appelés à faire notre contribution vers un avenir meilleur pour l’irak.","les européens que nous sommes, avec leur expérience, leur culture de la paix et leurs moyens économiques, sont appelés à apporter leur contribution en faveur d'un avenir meilleur en irak."
alirezamsh/small100,fr,It does indeed speak for itself that those who are around the negotiating table are most sensitive to their own issues; this is always the case.,il dit en effet pour lui-même que ceux qui sont autour de la table de négociation sont les plus sensibles à leurs propres questions; c'est toujours le cas.,il est d'ailleurs évident que les personnes qui siègent autour de la table de négociations sont les plus sensibles à leurs propres problèmes. il en est toujours ainsi.
alirezamsh/small100,fr,We nevertheless believe that the compromise is sound overall because it constitutes a clear improvement upon the original proposal.,nous croyons cependant que le compromis est clair en général car il constitue une amélioration claire de la proposition initiale.,"cependant, nous estimons que le compromis est dans l’ensemble satisfaisant, en ce sens qu’il constitue une nette amélioration par rapport à la proposition initiale."
alirezamsh/small100,fr,"in writing. - (PT) The fight against fraud and misappropriation of public funds, in this case Community funds, must be a priority in each Member State.","par écrit. - (pt) la lutte contre la fraude et la mauvaise utilisation des fonds publics, dans ce cas, des fonds communautaires, doit être une priorité dans chaque état membre.","par écrit. - (pt) la lutte contre la fraude et le détournement de fonds publics, en l'occurrence les fonds communautaires, doivent être une priorité dans chaque état membre."
alirezamsh/small100,fr,We consider this to be setting a worrying precedent for the forthcoming review of the regulation on the rights of air passengers.,nous considérons que cela constitue un précédent préoccupant pour la prochaine révision du règlement sur les droits des passagers aériens.,nous estimons que cela crée un précédent inquiétant pour le réexamen à venir du règlement relatif aux droits des passagers aériens.
alirezamsh/small100,fr,It is not a quick fix.,ce n’est pas une correction rapide.,ce n'est pas une solution miracle.
alirezamsh/small100,fr,Subject: Extending cuts to the private sector,sujet: extension des réductions au secteur privé,objet: extension des compressions de personnel au secteur privé
alirezamsh/small100,fr,"We really need to use the first reading as part of our effort, by December, to make the 2005 budget a reliable development resource which will safeguard the smooth integration of the new Member States, the reduction in differences within the Union and the efficient implementation of European policies.","nous avons vraiment besoin d'utiliser la première lecture dans le cadre de nos efforts, d'ici décembre, pour rendre le budget 2005 une ressource de développement fiable qui garantit l'intégration fluide des nouveaux états membres, la réduction des disparités dans l'union et la mise en œuvre efficace des politiques européennes.","nous devons utiliser la première lecture comme partie de notre effort pour, d’ici décembre, faire du budget 2005 une ressource de développement fiable qui préservera l’intégration sans heurts des nouveaux états membres, la réduction des disparités au sein de l’union et la mise en œuvre efficace des politiques européennes."
alirezamsh/small100,fr,"The Committee of Inquiry's report reveals maladministration on a breathtaking scale by the main players in this affair - the British Government, the Commission, and also the Council.","le rapport du comité d'enquête révèle une mauvaise administration à une échelle impressionnante par les principaux acteurs de cette affaire - le gouvernement britannique, la commission et aussi le conseil.","le rapport en objet révèle une gestion proprement effarante de la part des principaux acteurs du marché intérieur: le gouvernement britannique, la commission, mais aussi le conseil."
alirezamsh/small100,fr,There is a real guerrilla war in progress.,une vraie guerre de guerrille est en cours.,une guérilla énorme est en cours.
alirezamsh/small100,fr,"That will mean that the NGOs and those who benefit from their work do not suffer, and it will give us a little more time to consider together how best to proceed in the longer term.","cela signifie que les ong et ceux qui bénéficient de leur travail ne souffrent pas, et cela nous donnera un peu plus de temps pour réfléchir ensemble sur la meilleure façon de progresser à long terme.","de la sorte, les ong et ceux qui profitent de leur travail ne seront pas le dindon de la farce et nous disposerons d'un laps de temps supplémentaire pour réfléchir à une solution à long terme."
alirezamsh/small100,fr,President Santer hopes that this project will move forward apace under the Austrian presidency.,le président santer espère que ce projet va passer à l’avant-garde sous la présidence autrichienne.,un projet que le président de la commission santer espère voir avancer à un rythme rapide sous la présidence autrichienne.
alirezamsh/small100,fr,We have learnt that these are political decisions. We should summon up the courage to look our own people in the eye and accept their judgments.,nous avons appris que ce sont des décisions politiques.nous devons appeler le courage de regarder nos propres peuples dans les yeux et d'accepter leurs jugements.,"nous avons appris que ce sont des décisions politiques, nous devons avoir le courage de regarder nos propres populations dans les yeux et d'accepter leur jugement."
alirezamsh/small100,fr,"Certainly not: a significant number of services are already the subject of trade which is, quite rightly, strictly regulated, and encouragement given to trade in services must respect this regulatory framework which was established by the competent public authorities.","bien sûr non : un nombre considérable de services sont déjà l’objet d’un commerce qui est, tout à fait juste, strictement réglementé, et l’encouragement accordé au commerce de services doit respecter ce cadre réglementaire établi par les autorités publiques compétentes.","certainement pas : un bon nombre de services font l'objet d'échanges qui sont, à juste titre, strictement régulés et l'encouragement donné aux échanges de services doit respecter ce cadre réglementaire qui est fixé par les autorités publiques compétentes."
alirezamsh/small100,fr,"The real problem, however, is the application and observance of these standards!","le vrai problème, cependant, est l’application et le respect de ces normes!",mais le problème qui se pose est bien celui de l' application et du respect de ces normes !
alirezamsh/small100,fr,"It should also be pointed out that there was a very constructive approach to the preparations for this Association Council with regard to drafting a joint position, which was adopted by the fifteen members of the Association Council.","il convient également de souligner qu'il y avait une approche très constructive pour les préparations de ce conseil d'association en ce qui concerne la conception d'une position commune, adoptée par les quinze membres du conseil d'association.","il convient également de relever l'esprit de coopération très constructif qui a présidé à la préparation de ce conseil d'association, pour la formulation de la position commune adoptée par les quinze."
alirezamsh/small100,fr,Administrative detention of children is not acceptable.,la détention administrative des enfants n’est pas acceptable.,la détention administrative des enfants est inacceptable.
alirezamsh/small100,fr,"Mr President, I am grateful to Commissioner Vitorino for his work.",je remercie le commissaire vitorino pour son travail.,"monsieur le président, je remercie le commissaire vitorino pour son travail."
alirezamsh/small100,fr,"Whereas the Commission has phrased the substantive elements on which action is to be based, fairly loosely, this Parliament has curtailed these with its additions.","tandis que la commission a exprimé les éléments substantiels sur lesquels l’action doit être fondée, assez léger, ce parlement les a réduits avec ses suppléments.","alors que la commission, probablement consciemment, laisse assez ouverts les éléments du contenu sur lesquels doivent se baser les actions, le parlement les limite dans ses addenda."
alirezamsh/small100,fr,Would any aid be required and what is the Commission's opinion on Turkey's action?,une aide serait-elle nécessaire et quel est l'avis de la commission sur l'action de la turquie ?,une aide sera-t-elle nécessaire et que pense la commission de l'opération de la turquie?
alirezamsh/small100,de,"There are some parallels but the Commissioner who helped me early on in this case, and my efforts, have been unable to persuade UK customs to act justly.","es gibt einige parallelen, aber der kommissionär, der mir früher in diesem fall geholfen hat, und meine bemühungen, haben nicht in der lage, die britischen zollsöhne zu überzeugen, fair zu handeln.","es gibt zwar einige parallelen, aber weder der kommissar, der mir frühzeitig bei diesem fall behilflich war, noch meine eigenen bemühungen konnten die zollbehörden des vereinigten königreiches dazu bewegen, gerecht zu handeln."
alirezamsh/small100,de,"The small-scale and inshore fleet would be of no interest to Morocco in terms of establishing joint enterprises; this would mean, in areas such as ours where employment problems are very serious, the scrapping of small vessels and a reduction in employment.","die kleine und offshore-flotte wäre für marokko in bezug auf die gründung von joint ventures von keinem interesse; das würde in bereichen wie unsere, in denen beschäftigungsprobleme sehr ernst sind, die entfernung von kleinen schiffen und die beschäftigungsreduktion bedeuten.","die handwerklich betriebene und die flachwasserflotte wären für marokko für die bildung gemischtwirtschaftlicher unternehmen nicht von interesse. dies würde in regionen wie der unseren, in der es sehr große probleme im zusammenhang mit der beschäftigung gibt, das abwracken kleiner schiffe und den abbau von arbeitsplätzen bedeuten."
alirezamsh/small100,de,"What representations has the Commission made to the UK and French governments concerning safety in the Channel Tunnel, and has any reference been made to the design of the freight wagons?","welche vertretungen hat die kommission an die britischen und französischen regierungen in bezug auf die sicherheit im kanal-tunnel gemacht, und hat sich auf die gestaltung der frachtwagen beziehen?","welche schritte hat der rat bei den regierungen des vereinigten königreichs und frankreichs in bezug auf die sicherheit im kanaltunnel unternommen, und ist die konstruktion der güterzüge berücksichtigt worden?"
alirezamsh/small100,de,What else will the Commission do to encourage the Member States?,"was wird die kommission tun, um die mitgliedstaaten zu ermutigen?","was wird die kommission weiter unternehmen, um die mitgliedstaaten zu ermutigen?"
alirezamsh/small100,de,"I should also like to warn, however, that in so doing we must not hinder a number of countries from liberalising freight transport.","ich möchte jedoch auch warnen, dass wir in diesem fall einige länder nicht daran hindern müssen, den frachtverkehr zu liberalisieren.","gleichwohl sei auch gewarnt. es darf nicht so sein, dass wir hierdurch einigen ländern bei der liberalisierung des güterverkehrs steine in den weg legen."
alirezamsh/small100,de,The vote will take place today at 4 p.m.,die abstimmung findet heute um 4 uhr statt.,die abstimmung findet um 16.00 uhr statt.
alirezamsh/small100,de,"I believe that it is no exaggeration whatsoever to state that, today, history is blending with the present, and that in this historic present which we are living in, the European Union and United Nations are two principal actors.","ich glaube, es ist nicht übertreffen zu sagen, dass die geschichte heute mit der gegenwart vermischt wird und dass in dieser historischen gegenwart, in der wir leben, die europäische union und die vereinten nationen zwei hauptakteure sind.","ich glaube ohne übertreibung behaupten zu können, dass geschichte und gegenwart heute ineinander greifen und dass die europäische union und die vereinten nationen in dieser historischen gegenwart, in der wir leben, zwei hauptakteure sind."
alirezamsh/small100,de,"One of the steps we need to take if we are to build a bridge to the destabilised regions bordering on Europe, is to give Turkey a prospect of accession.","einer der schritte, die wir ergreifen müssen, wenn wir eine brücke zu den destabilisierten regionen, die an europa grenzen, bauen, besteht darin, der türkei eine aussicht auf beitritt zu geben.","einer der schritte, die wir brauchen, um eine brücke zu den destabilisierten nachbarregionen europas zu bauen, ist die beitrittsperspektive für die türkei. was jetzt beschlossen worden ist, ist ein richtiger beschluss."
alirezamsh/small100,de,"Perhaps the evaluation report would present the right opportunity to introduce further improvements, such as, for example, the possible certification of the producer of the compound feedingstuffs.","vielleicht würde der bewertungsbericht eine geeignete gelegenheit geben, weitere verbesserungen vorzunehmen, wie beispielsweise die mögliche zertifizierung des herstellers der verbindlichen futtermittel.","vielleicht wäre dann der evaluierungsbericht geeignet, weitere verbesserungen einzuführen, z.b. eine eventuelle zertifizierung der mischfutterhersteller."
alirezamsh/small100,de,"The situation for Romany women is even more difficult, and they suffer discrimination on two counts.","die situation für rumänische frauen ist noch schwieriger, und sie leiden auf beiden seiten diskriminierung.","die lage ist für roma-frauen sogar noch schwieriger, denn sie werden in doppelter hinsicht diskriminiert."
alirezamsh/small100,de,"In actual fact, just like the concerns caused by Ukraine, the transit country for the Russian delivery, Turkey may similarly cause problems.","in der tat, wie die bedenken der ukraine, dem transitland für die russische lieferung, kann die türkei ähnlich probleme verursachen.",tatsächlich kann die türkei ähnliche probleme wie die ukraine als transitland für russische lieferungen verursachen.
alirezamsh/small100,de,This commitment should not be open-ended either in terms of time or financial resources.,diese verpflichtung sollte weder in bezug auf zeit noch finanzielle ressourcen offen sein.,diese verpflichtung sollte weder in zeitlicher noch in finanzieller hinsicht unbefristet sein.
alirezamsh/small100,de,"If, though, we put ourselves into the other side’s shoes, we cannot fail to regard the International Atomic Energy Agency, as being, by reason of the way it is constituted, of course, biased in favour of the established nuclear powers.","wenn wir uns jedoch in die schuhe der anderen seite setzen, können wir die internationale agentur für atomenergie nicht scheitern zu betrachten, weil sie aus der art, wie sie gegründet wird, natürlich zugunsten der etablierten nuklearen kräfte vorteilhaft ist.","wenn man sich allerdings in die position des anderen versetzt, dann muss man doch bedenken, dass natürlich auch die internationale atomenergie-organisation – so wie sie gebaut ist – zugunsten der offiziellen atommächte parteiisch ist."
alirezamsh/small100,de,There is currently no provision in the Treaty to force the Member States of the European Union to adopt a common position before entering into debate and seeking the decisive votes in the Security Council.,"es gibt derzeit keine bestimmung des vertrags, die die mitgliedstaaten der europäischen union dazu zwingt, eine gemeinsame stellung zu erlassen, bevor sie in die debatte eintreten und die entscheidenden abstimmungen im sicherheitsrat suchen.","gegenwärtig verpflichtet keine vertragsbestimmung die mitgliedsländer der europäischen union, einen gemeinsamen standpunkt zu verabschieden, bevor sie sich an den beratungen und entscheidenden abstimmungen im sicherheitsrat beteiligen."
alirezamsh/small100,de,"This crisis should clearly demonstrate that, as the European Union, we must strengthen our own capacities if we want to prevent war and move towards a positive future.","diese krise sollte eindeutig zeigen, dass wir als europäische union unsere eigenen kapazitäten stärken müssen, wenn wir krieg verhindern und in eine positive zukunft gehen wollen.","diese krise sollte uns deutlich machen, dass wir als europäische union selbst stärker werden, wenn wir krieg verhindern und in eine glückliche zukunft gehen wollen."
alirezamsh/small100,de,"To be honest, we thought there would be an analysis of the current financial framework, and the real optimists even believed that we might also get a small revision for the remaining period of the current financial perspective.","um ehrlich zu sein, dachten wir, dass es eine analyse des aktuellen finanzrahmen geben würde, und die echten optimisten glaubten sogar, dass wir auch für den rest der aktuellen finanzperspektive eine kleine überprüfung erhalten könnten.","um ehrlich zu sein, hatten wir gedacht, es werde eine analyse des jetzigen finanzrahmens geben, und die wirklichen optimisten hatten sogar geglaubt, dass wir eventuell auch eine kleine revision für die restlaufzeit der jetzigen finanziellen vorausschau bekommen könnten."
alirezamsh/small100,de,The Danish Social Democrats have today voted against the motion on tightening up the regulations governing garlic imports from third countries.,die dänischen sozialdemokraten haben heute gegen den vorschlag zur verstärkung der vorschriften über die einfuhr von knoblauch aus drittländern gestimmt.,"die dänischen sozialdemokraten haben heute gegen den antrag gestimmt, die regeln für die einfuhr von knoblauch aus drittländern zu verschärfen."
alirezamsh/small100,de,"If we continue to subordinate everything to the economic interests of particular business sectors, we shall ultimately condemn the common market and cause harm to the Community's citizens as a whole.","wenn wir alles weiterhin den wirtschaftlichen interessen bestimmter geschäftsbereiche unterwerfen, werden wir letztlich den gemeinsamen markt verurteilen und den bürgerinnen und bürger der gemeinschaft als ganzes schaden verursachen.","wenn wir weiter alles den ökonomischen interessen bestimmter wirtschaftszweige unterordnen, beschädigen wir letztendlich den binnenmarkt selbst, das heißt, wir schaden der gesamtheit aller bürger."
alirezamsh/small100,de,I am also speaking on behalf of my friend and colleague Mr Deprez when I point out that there are a lot of people in Brussels and in this Parliament whose families are in Morocco.,"ich spreche auch im namen meines freundes und kollegen herrn deprez, wenn ich darauf hinweist, dass in brüssel und in diesem parlament viele menschen gibt, deren familien in marokko sind.","ich spreche auch im namen meines freundes und kollegen deprez, wenn ich darauf hinweise, dass es in brüssel und in diesem parlament viele gibt, deren familien in marokko sind."
alirezamsh/small100,de,"How was it that the local people knew, but the authorities did not act until disaster happened?","wie wusste es die einheimischen, aber die behörden handelten nicht, bis die katastrophe geschah?","wie kommt es, dass die einwohner etwas wussten und dass die behörden erst nach der katastrophe handelten?"
alirezamsh/small100,el,A budget of 12 million ECU has been set aside for this.,ένας προϋπολογισμός ύψους 12 εκατ. ευρώ έχει διατεθεί για το σκοπό αυτό.,για το σκοπό αυτό έχει προβλεφθεί κονδύλιο 12 εκατ.
alirezamsh/small100,el,"That really is unacceptable, in my view.","αυτό είναι πραγματικά απαράδεκτο, κατά τη γνώμη μου.","κατά τη γνώμη μου, αυτό είναι πραγματικά απαράδεκτο."
alirezamsh/small100,el,"In the context of inspections, it should, however, be pointed out that there is no uniform system of distributing quotas or reporting catches by individual Member States.","ωστόσο, στο πλαίσιο των επιθεωρήσεων, πρέπει να σημειωθεί ότι δεν υπάρχει ενιαίο σύστημα κατανομής ποσοστώσεων ή υποβολής εκθέσεων αλιευμάτων από μεμονωμένα κράτη μέλη.","στο πλαίσιο αυτών των ελέγχων, θα πρέπει, ωστόσο, να σημειωθεί ότι δεν υπάρχει ένα ομοιόμορφο σύστημα κατανομής ποσοστώσεων ή εκθέσεων αλιευμάτων από τα κράτη μέλη."
alirezamsh/small100,el,Sweden views the principle of subsidiarity as a guarantee that national and local democracy will not be overruled by the EU.,η σουηδία θεωρεί την αρχή της επικουρικότητας ως εγγύηση ότι η εε δεν θα υπερβαίνει την εθνική και τοπική δημοκρατία.,από σουηδικής πλευράς η αρχή της επικουρικότητας προβάλλεται ως εγγύηση για να μην παραγκωνισθούν οι εθνικές και τοπικές δημοκρατίες από την εε.
alirezamsh/small100,el,"We seem to be doing so in a wide variety of areas, Mr Walter.","φαίνεται ότι το κάνουμε αυτό σε μια ευρεία ποικιλία από τομείς, κ. walter.","αυτό φαίνεται ότι κάνουμε σε ευρύ φάσμα θεμάτων, κύριε walter."
alirezamsh/small100,el,"There are people who are strangers in their own land, who have lost all human contact and the chance to feel at home in the world.","υπάρχουν άνθρωποι που είναι ξένοι στη δική τους χώρα, που έχουν χάσει όλη την ανθρώπινη επαφή και την ευκαιρία να αισθάνονται σαν σπίτι στον κόσμο.","υπάρχουν άνθρωποι οι οποίοι είναι ξένοι στην ίδια τους τη χώρα, που έχουν χάσει κάθε ανθρώπινη επαφή και την ευκαιρία να αισθάνονται άνετα ζώντας μέσα στον κόσμο."
alirezamsh/small100,el,"Mr President, now that we have adopted Amendments Nos 48 and 49, I would like to ask the Liberal Group whether Amendment No 47 automatically lapses.","κύριε πρόεδρε, τώρα που έχουμε υιοθετήσει τις τροποποιήσεις αριθ. 48 και 49, θα ήθελα να ρωτήσω την φιλελεύθερη ομάδα αν η τροποποίηση αριθ. 47 ισχύει αυτόματα.","κύριε πρόεδρε, θέλω να ρωτήσω την ομάδα των φιλελευθέρων αν, από τη στιγμή που εγκρίναμε προηγουμένως τις τροπολογίες 48 και 49, η τροπολογία 47 δεν καταπίπτει τώρα αυτόματα."
