Dataset,Language,Source Sentence,Translation,Reference Sentence
TED,lt,CA: Wow.,"Pavyzdžiui, wow",K. Andersonas: Tai bent.
TED,lt,"It was neutral, impassive and even, after a while, strangely companionate and reassuring, although I did notice that its calm exterior sometimes slipped and that it occasionally mirrored my own unexpressed emotion.","Tai buvo neutrali, imasiška ir netgi, po kurio laiko, keistai bendraujanti ir raminanti, nors pastebėjau, kad jos ramus išorė kartais nusileido ir kad ji kartais atspindėjo mano neišreikštą emociją.","Jis buvo neutralus, ramus ir netgi, po kiek laiko, keistai draugiškas ir užtikrinantis. Nors kartais pastebėdavau, kad jis atspindėdavo mano neparodytas emocijas."
TED,lt,Sputnik quickly became one of the three great shocks to hit America — historians say the equal of Pearl Harbor or 9 / 11.,"Sputnik greitai tapo vienu iš trijų didelių šokų, nukentėjusių į Ameriką - istorikai sako, kad Pearl Harbor lygis arba 9 / 11.","Greitai Sputnik 'as tapo vienu iš trijų didžiausių Amerikos sukrėtimų, istorikų sulyginamas su Perl Harbor' u ir rugsėjo 11-osios tragedija."
TED,lt,But it was a temp job.,Bet tai buvo tempas.,Bet tai buvo laikinas darbas.
TED,lt,"As you can see, these images aren't really special.","Kaip matote, šios nuotraukos nėra ypatingos.","Kaip matote, šie vaizdai nėra kažkuo ypatingi."
TED,lt,It's for the number needed to treat.,"Tai yra dėl skaičiaus, kurio reikia gydyti.",Tai skaičius reikalingas pagydyti.
TED,lt,"Because of that feeling, I was able to contrast the stereotypes I'd been taught as a child with real life experience and interaction.","Dėl šio jausmo galėjau kontrastuoti stereotipus, kuriuos buvau mokęs kaip vaikas, turintis realaus gyvenimo patirties ir sąveikos.",Dėl to jausmo aš galėjau palyginti vaikystėje išmoktus stereotipus su gyvenimiška patirtimi ir bendravimu.
TED,lt,This fishing village was famous for sculpture.,Šis žvejybos kaimas buvo žinomas dėl skulptūros.,Žvejų kaimelis buvo garsus savo skulptūromis.
TED,lt,Thank you very much.,Labai ačiū. 🙂,Ačiū jums labai.
TED,lt,Be funny and create some magic.,Būkite juokingi ir sukurkite magiją.,Būkit linksmos ir kurkite magiją.
TED,lt,Every single email you write is saved and sent to the criminals.,"Kiekvienas laiškas, kurį rašote, yra išsaugotas ir siunčiamas nusikaltėliams.",Kiekvienas jūsų el. paštas yra išsaugomas ir nusiunčiamas nusikaltėliams.
TED,lt,"You have to keep well-slept, well-fed and propagating into the next generation, which in tribal times might have worked OK.","Jūs turite išlaikyti gerą miegą, gerai maitinimą ir plisti į kitą kartą, kuri genčių laikais galėjo veikti gerai.","Tau reikia išsimiegoti, pasimaitinti ir pratęsti giminę ir viso to gyvenant gentyje būtų pakakę."
TED,lt,"Julian Assange: Yeah, can it possibly be true?","Julian Assange: Taip, ar tai gali būti tiesa?","Džulianas Asanžas: Na, ar taip gali būti?"
TED,lt,"During the four years of conflict that devastated the Bosnian nation in the early '90s, approximately 30,000 citizens, mainly civilians, went missing, presumed killed, and another 100,000 were killed during combat operations.","Per ketverius metus konflikto, kuris pražudė Bosnijos tautą devyniasdešimtojo dešimtmečio pradžioje, apie 30 000 žmonių, daugiausia civilių, dingo, tariamai žuvo, o dar 100 000 buvo nužudyti karo operacijų metu.","Per ketverius kruvino konflikto, suniokojusio Bosnijos tautą devyniasdešimtųjų pradžioje, metus, apie 30 000 gyventojų, daugiausia civiliai, dingo ir buvo laikomi mirusiais, o dar 100 000 buvo nužudyti per karines operacijas."
TED,lt,"Is it really yours? """" So they sent us this screen shot with the author in the Microsoft Word ID.","Ar tai tikrai jūsų? """" Taigi jie siuntė mums šį ekrano nušautą su autoriumi ""Microsoft Word"" ID.","Ar iš tiesų jis priklauso jums? """" Tada jie atsiuntė mums dokumento grafinį vaizdą, o Microsoft Word ID dalyje buvo nurodytas dokumento autorius."
TED,lt,How do I know about this car?,Kaip sužinoti apie šį automobilį?,Iš kur aš žinau apie šį automobilį?
TED,mk,"There's been allegations of a $2 billion money trail that leads back to President Vladimir Putin of Russia via his close childhood friend, who happens to be a top cellist.","Постојат обвинувања за пари од 2 милијарди долари што го враќа рускиот претседател Владимир Путин преку неговиот близок пријател од детството, кој се случува да биде врвен цилист.","Постојат тврдења за трагата на 2 милијарди долари која води до Владимир Путин, претседателот на Русија преку негов другар од детството, кој случајно е врвен виолончелист."
TED,mk,the people to save the numbers.,Луѓето да ги спасат броевите.,луѓето за да ги спасат бројките.
TED,mk,So I said something.,Значи кажав нешто.,Па кажав нешто.
TED,mk,How about a $250 million bonus to Mother Teresa?,Како да добиете 250 милиони долари за Мајка Тереза?,Што е со 250 милиони долари бонус до Мајка Тереза?
TED,mk,Solar technology is...,Соларната технологија е...,Соларна технологија е...
TED,mk,"C'mon, fire!",Ајде да го запалиме!,"Ајде, пукај!"
TED,mk,"Now, this has already started to have pretty immediate repercussions.",Сега тоа веќе почнува да има сосема непосредни последици.,Веќе ги гледаме последиците од ова.
TED,mk,"And that's something from my father and something from other capable, generous men that have been in my life.","И тоа е нешто од мојот татко и нешто од други способни, великодушни мажи кои беа во мојот живот.",Ова е нешто од татко ми и нешто од други способни и дарежливи луѓе во мојот живот.
TED,mk,"So information that organizations are spending economic effort into concealing, that's a really good signal that when the information gets out, there's a hope of it doing some good — because the organizations that know it best, that know it from the inside out, are spending work to conceal it.","Значи информациите дека организациите трошат економски напори за да ги сокријат, тоа е навистина добар сигнал дека кога информациите излегуваат, постои надеж дека тие ќе направат нешто добро - бидејќи организациите кои најдобро го знаат, кои го знаат одвнатре, трошат работа за да ги сокријат.","Информацијата дека организациите трошат огромни економски средства во криење, тоа е навистина добар сигнал, дека кога информацијата ќе биде објавена, има надеж таа да предизвика нешто добро на крајот. Бидејќи организациите кои го знаат тоа најдобро, го познаваат суштински, трошат време и пари да го сокријат."
TED,mk,"If you get a job at Next Jump, you cannot get fired for performance issues.","Ако добиете работа во Next Jump, не можете да бидете отпуштени поради проблеми со перформансите.",Ако се вработиш во Next Jump не можеш да добиеш отказ за проблеми од изведувачка природа.
TED,mk,These kinds of things.,Овие работи се вакви.,Овие нешта. Луѓето во основа ви го презентираат нивното вистинско јас.
TED,mk,"When I was 19, I was in a really bad car accident.",Кога имав 19 години бев во лоша сообраќајна несреќа.,"Кога имав 19, имав една навистина тешка сообраќајна несреќа."
TED,mk,"And the national TV station was injuncted five minutes before it went on air, like out of a movie: injunction landed on the news desk, and the news reader was like, ""This has never happened before. What do we do?""","И националната телевизиска станица беше осудена пет минути пред да излезе во воздух, како од филм: заповед слеташе на новинарската маса, а читачот на вести беше како: ""Ова никогаш претходно не се случи.","И на националната ТВ станица ѝ беше забрането да го објави, пет минути пред емитувањето. Како на филм, забраната слета на масата на новинарите, и водителот беше збунет, „Ова не се случило никогаш до сега. Што да правиме?“"
TED,mk,"Bob believes in heart counts, and it's much more difficult to simply reduce the heart count.","Боб верува во срцето брои, и многу потешко е едноставно да се намали бројот на срцето.","Боб верува во броење по срца, и многу е потешко едноставно да се намали бројот на срца."
TED,mk,"Together, we can end the secrecy that is currently allowing tax evasion, corruption, money laundering to flourish.","Заедно можеме да ја завршиме тајната која во моментов овозможува да се процветат даночните избегнувања, корупцијата, перењето пари.","Заеднички можеме да ја прекинеме тајноста која во моментов дозволува затајувањето на даноци, корупцијата и перењето на пари да цветаат."
TED,mk,And that affects all of us.,И тоа влијае на сите нас.,Тоа е нешто што нѐ засега сите.
TED,mk,And there's a lot of information.,И има многу информации.,И постојат многу информации.
TED,mk,CA: So let's talk a little more broadly about this.,П: Ајде да разговараме малку пошироко за ова.,КА: Ајде да разговараме малку пошироко за ова.
TED,mk,"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","Значи, како што се соочуваме со сите бројни кризи во нашиот свет во моментов, она што е добро за нас на лично ниво, она што ќе донесе повеќе радост, благодарност, ефикасност во нашите животи и да биде најдобро за нашите сопствени кариери е исто така најдобро за светот.","Па додека се соочуваме со мноштво од кризи во светот во овој момент, она што е добро за нас на личен план, она што ќе ни донесе повеќе радост, благодарност, ефективност во нашите животи и она што ќе биде најдобро за нашите кариери, е истото што е најдобро и за светот."
TED,mk,It's just a quick video of what we do.,Ова е само брз видео на она што го правиме.,Ова е само едно кратко видео за она што го работиме.
TED,pl,There is nobody on the planet who knows how to make a computer mouse.,"Na świecie nie ma nikogo, kto wie, jak stworzyć myszę komputerową.",Nikt na całym świecie tego nie wie.
TED,pl,"And I was looking at that, trying to figure out what it means.","Patrzyłem na to, próbując zrozumieć, co to znaczy.",Zastanawiałem się co to znaczy.
TED,pl,He was sitting next to a transvestite with a long black wig and mascara running down her cheeks.,"Siedział obok transvestitu z długą czarną brązą i maskarą, która spadła do jej twarzy.",Siedział obok transwestyty z długą czarną peruką i spływającym po policzkach tuszem do rzęs.
TED,pl,It's that you can see the world as it isn't.,"Możesz widzieć świat tak, jak go nie ma.","Tylko na tym, że możesz widzieć go takim jakim nie jest."
TED,pl,"Awful things will happen in this century, I'm absolutely sure.","Straszne rzeczy się wydarzą w tym wieku, jestem absolutnie pewna.","Okropne rzeczy zdarzą się w tym wieku, jestem pewien."
TED,pl,They prioritize.,Są one priorytetowe.,Oni ustalają priorytety.
TED,pl,"Please, just take 30 seconds, perhaps talk to your neighbor, and just figure out what should be the top priorities and the bottom priorities of the solutions that we have to the world's biggest issues.","Proszę tylko wziąć 30 sekund, może porozmawiać z sąsiadem i po prostu dowiedzieć się, jakie powinny być najlepsze priorytety i najniższe priorytety rozwiązań, które mamy dla największych problemów na świecie.","Proszę, przeznaczcie na to pół minuty, jeśli chcecie, porozmawiajcie z sąsiadem i po prostu wypiszcie, co powinno być na szczycie listy priorytetów i na spodzie listy rozwiązań, które mamy dla największych problemów świata."
TED,pl,"And the problem we have in the West at the moment, by and large, is that the conventional approach is that we understand it really in Western terms, using Western ideas.","A problemem, jaki mamy na Zachodzie w tej chwili, w dużej mierze, jest to, że konwencjonalne podejście polega na tym, że naprawdę rozumiemy go w zachodnim terminie, używając zachodnich pomysłów.","Najczęstszy problem ze zrozumieniem Chin wynika z postrzegania ich jedynie poprzez pryzmat naszej, zachodniej ideologii."
TED,pl,"Through a college prep program, I was able to take part in the National Youth Convention in Philadelphia.",Dzięki programowi przygotowawczym uczelni udało mi się wziąć udział w Narodowej Konwencji Młodzieży w Filadelfii.,Przez szkolny program przygotowawczy mogłem wziąć udział w Narodowym Zjeździe Młodzieży w Filadelfii.
TED,pl,So the next day I go out.,Następnego dnia wychodzę.,Natępnego dnia wychodzę.
TED,pl,"So this is China, a civilization-state, rather than a nation-state.","Tak więc jest to Chiny, państwo cywilizacyjne, a nie państwo narodowe.","Oto Chiny, państwo cywilizacyjne a nie narodowe."
TED,pl,I am an impostor.,Jestem oszustem.,że jestem oszustką.
TED,pl,"That's a huge difference, a seven-fold difference.","Jest to ogromna różnica, siedmiokrotna różnica.",To olbrzymia różnica.
TED,pl,"His parents think sometimes it's a precious commodity, so they'll keep it in a cupboard.","Jego rodzice czasami myślą, że jest to cenny towar, więc przechowują go w pudełku.","Jego rodzicie myślą, że jest to cenny produkt, więc trzymają je w szafce."
TED,pl,I never was pure.,Nigdy nie byłem czysty.,Nigdy nie byłam nieskalana.
TED,pl,I believe that Eleanor can get through this.,"Wydaje mi się, że Eleanor może przejść przez to.","Wierzę, że Eleanor z tego wyjdzie."
TED,pl,"Then you go to Palmyra Atoll that has more biomass of herbivores, and the dead corals are clean, and the corals are coming back.","Następnie idziesz do Palmyra Atoll, który ma więcej biomasy ziołowych, a martwy koral są czyste, a koral powracają.","Na atolu Palmyra, jest większa biomasa roślinożerców i martwe koralowce są czyste, a koralowce powracają."
TED,pl,"And using this very simple machine, my lab and others have done dozens of studies showing just how good babies are at learning about the world.","I korzystając z tej bardzo prostej maszyny, mój laboratorium i inni przeprowadzili dziesiątki badań, które pokazują, jak dobre dzieci uczą się o świecie.","I przy użyciu tego bardzo prostego urządzenia, moje laboratorium i inne przeprowadzili dziesiątki badań wykazując jak dobre są dzieci w uczeniu się o świecie."
TED,pl,So we packaged DryBath in these innovative little sachets.,Dlatego zapakowaliśmy DryBath w tych innowacyjnych małych torebkach.,Zaczęliśmy pakować DryBath w nowoczesne małe saszetki.
TED,pl,What can we do? What will be the cost and what will be the benefit of that?,Co możemy zrobić? Jakie będą koszty i jakie będą z nich korzyści?,Co możemy zrobić? Ile to będzie kosztowało? I jaki z tego będzie pożytek?
TED,pt,"This type of society is not only possible, it's already on its way.","Esse tipo de sociedade não só é possível, já está em seu caminho.","Este tipo de sociedade não só é possível, como já está a caminho."
TED,pt,This is the transformation that took place.,Essa é a transformação que aconteceu.,Esta é a transformação que aconteceu.
TED,pt,"I was very, very fortunate a couple of years later to have met Zackie Achmat, the founder of Treatment Action Campaign, an incredible campaigner and activist.","Tenho muito, muito sorte alguns anos depois de ter conhecido Zackie Achmat, o fundador da Campanha de Ação do Tratamento, um incrível campanheiro e ativista.","Eu tive muita, muita sorte uns anos depois por ter conhecido Zackie Achmat, o fundador da Campanha Acção Tratamento, um militante e activista fora de série."
TED,pt,"And if you actually look in their brains, you see that they're flooded with these neurotransmitters that are really good at inducing learning and plasticity, and the inhibitory parts haven't come on yet.","E se você realmente olhar em seus cérebros, você verá que eles estão inundados com esses neurotransmissores que são realmente bons em induzir aprendizagem e plasticidade, e as partes inibidores ainda não chegaram.","Se observarmos os seus cérebros, vemos que estão repletos de neurotransmissores muito bons a estimular a aprendizagem e a plasticidade, e que os mecanismos inibidores ainda não se desenvolveram."
TED,pt,Many countries that you represent and where I come from struggle with the cost of healthcare.,Muitos países que vocês representam e onde vim de lutar com o custo dos cuidados de saúde.,Muitos dos países que vocês representam e de onde eu venho estão a debater-se com o custo dos cuidados de saúde.
TED,pt,"They were all working for me, to make a mouse for me.","Todos trabalhavam para mim, para fazer um mouse para mim.","Todos eles estavam a trabalhar para mim, para me fazer um mouse."
TED,pt,"And since then, the European Union is going to be creating central registers at a national level of who really owns and controls companies across Europe.","E desde então, a União Europeia vai criar registros centrais a nível nacional de quem realmente possui e controla empresas em toda a Europa.","Desde então, a União Europeia vai criar registos centrais a nível nacional de quem realmente possui e controla empresas por toda a Europa."
TED,pt,So they're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that's important.,Então eles estão mal em se livrar de todas as coisas interessantes que poderiam dizer-lhes algo e apenas olhar para a coisa que é importante.,Eles são maus a livrarem-se de tudo o que os rodeia e a focarem-se apenas no que é importante.
TED,pt,"Now living in Europe, he can choose to go to Germany that has a well-reputed healthcare system.","Agora que vive na Europa, ele pode optar por ir para a Alemanha que tem um sistema de saúde de reputação.","Como mora na Europa, ele pode optar por ir para a Alemanha que tem um sistema de cuidados de saúde com uma boa reputação."
TED,pt,And what Bayes showed was a mathematical way that you could do that.,E o que Bayes mostrou foi uma maneira matemática que você poderia fazer isso.,E o que Bayes demonstrou foi um método matemático que permite fazer isso
TED,pt,You find a sheep. You kill it. You get the fat out of it.,Você encontra uma ovelha. Você matá-la. Você obtém a gordura dela.,Encontram uma ovelha. Matam-na. Tiram-lhe a gordura.
TED,pt,"You take a stain, like acridine orange or a fluorescent stain or Giemsa, and a microscope, and you look at them.","Você toma uma mancha, como a acridina laranja ou uma mancha fluorescente ou Giemsa, e um microscópio, e você olha para elas.","Escolhemos um corante, como o laranja de acridina ou um corante fluorescente, ou o Giemsa, e um microscópio, e conseguimos vê-los."
TED,pt,One is an Acheulean hand axe from half a million years ago of the kind made by Homo erectus.,Um é um eixo de mão Acheuleana de meio milhão de anos atrás do tipo feito pelo Homo erectus.,Um é um machado acheulense usado há meio milhão de anos do tipo feito pelo Homo erectus.
TED,pt,"Even more remarkably though, the fact that 15 month-olds didn't do this suggests that these 18 month-olds had learned this deep, profound fact about human nature in the three months from when they were 15 months old.","Ainda mais notável, o fato de que os 15 meses de idade não fizeram isso sugere que esses 18 meses de idade haviam aprendido esse fato profundo e profundo sobre a natureza humana nos três meses desde que tinham 15 meses.","Mas mais impressionante, o facto de os bebés de 15 meses não terem feito isto indica que os bebés de 18 meses aprenderam esta verdade profunda sobre a natureza humana nos três meses que passaram depois de fazerem 15 meses."
TED,pt,We have fewer spousal or partner job relocations.,Temos menos relocações de trabalho de parceiros ou cônjuges.,Temos menos deslocações para acompanhar os cônjuges.
TED,pt,"Once a year, they publish the league table: who's best, who's at the bottom?","Uma vez por ano, publicam a mesa da liga: quem é melhor, quem está no fundo?","Uma vez por ano, publicavam a tabela classificativa quem está em primeiro lugar, quem está em último?"
TED,pt,"It's not written by me. It's written by Amy and the other students in the class. As a consequence, this science paper begins, """" Once upon a time... """" (Laughter) The results section, it says: """" Training phase, the puzzle... duh duh duuuuuhhh. """" Right? (Laughter) And the methods, it says, """" Then we put the bees into the fridge (and made bee pie), """" smiley face. Right? (Laughter) This is a science paper. We're going to try to get it published.","Não é escrito por mim. É escrito por Amy e os outros alunos na sala de aula. Como resultado, este artigo de ciência começa, """" Uma vez... """" (Riso) A seção de resultados, diz: """" Fase de treinamento, o puzzle... duh duuuuuhhh. """" Direito? (Riso) E os métodos, diz, """" Então colocamos as abelhas na geladeira (e fez pedaço de abelhas), """" face sorriso. Direito? (Riso) Este é um artigo de ciência. Vamos tentar publicá-lo.","Não foi escrito por mim. Foi escrito pela Amy e pelos outros alunos da turma. Como consequência, este artigo começa por """" Era uma vez... """" (Risos) Na parte dos resultados, diz: """" Fase de treino, o puzzle... tam, taram, tam """" (Risos) E nos métodos diz: """" Depois colocámos as abelhas """" no frigorífico e fizemos tarte de abelhas """", um smile (sorriso) Certo? (Risos) É um artigo científico. Vamos tentar publicá-lo."
TED,pt,This is Reverend Bayes's notebook.,Este é o livro do Reverend Bayes.,Este é o caderno de apontamentos do Reverendo Bayes.
TED,pt,"And that's perhaps because some prominent US people just haven't figured in this exposé, in this scandal.","E isso é provavelmente porque algumas pessoas norte-americanas prominentes simplesmente não pensaram neste exposto, neste escândalo.","Isso deve-se talvez ao facto de as pessoas importantes dos EUA não terem figurado nesta divulgação, neste escândalo."
TED,pt,"Some of them are driven to suicide, OK?","Alguns deles são levados a suicídio, certo?",Alguns deles tentam o suicídio.
TED,ro,(Noise) But they react to foreground sounds. You'll hear that in a second.,( zgomot) Dar reacționează la sunetele înapoi. Veți auzi acest lucru într-o secundă.,"(Zgomot) Dar reacționează la sunete proeminente. Așteptați o secundă, să vedeți."
TED,ro,They were a highly cooperative species.,Era o specie foarte cooperativă.,Erau o specie foarte înclinată spre cooperare.
TED,ro,"And to me, if you really want to rediscover wonder, you need to step outside of that tiny, terrified space of rightness and look around at each other and look out at the vastness and complexity and mystery of the universe and be able to say, """" Wow, I don't know.","Și pentru mine, dacă doriți cu adevărat să redescoperiți minunea, trebuie să mergeți dincolo de acel spațiu mic și teribil de dreptate și să priviți în jurul celuilalt și să priviți la vastitatea și complexitatea și misterul universului și să fiți capabili să spuneți: ""Wow, nu știu.","Iar pentru mine, dacă vrei cu adevărat să redescoperi uimirea, trebuie să ieşi din acel spaţiu mărunt, terifiant al dreptăţii și să te uiţi la cei din jur, să te uiţi la întinderea, complexitatea şi misterul universului şi să poţi spune """" Wow, nu ştiu."
TED,ro,"And on the left side, you'll see the processed video where the camera has made him invisible.","Și pe partea stângă, veți vedea videoclipul procesat în care camera l-a făcut invizibil.","Iar în partea stângă, veți putea vedea videoclipul procesat în care camera l-a făcut invizibil."
TED,ro,I am for chocolate donuts.,Suntem pentru ciocolată.,Sau pentru o gogoaşă cu ciocolată.
TED,ro,Why is it it came up?,De ce s-a ridicat?,De ce a apărut?
TED,ro,Heart-healthy dinner is a very important part of restorative seafood.,Cina sănătoasă în inimă este o parte foarte importantă a fructelor de mare restaurative.,Masa sănătoasă pentru inimă e o parte foarte importantă a restaurării produselor mării.
TED,ro,JA: So this is a sample of what we do sort of every day.,"DA: Deci, aceasta este un exemplu de ceea ce facem în fiecare zi.",JA: Este o mostră din ceea ce facem cam în fiecare zi.
TED,ro,"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","Deci, pe măsură ce ne confruntăm cu toate cele mai multe crize din lumea noastră în acest moment, ceea ce este bun pentru noi la nivel personal, ceea ce va aduce mai multă bucurie, recunoștință, eficiență în viața noastră și să fie cel mai bun pentru cariera noastră este, de asemenea, cel mai bun pentru lume.","Aşa că pe măsură ce ne confruntăm cu crize multiple în lumea noastră de acum, ce e bine pentru noi la nivel personal, ce ne va aduce mai multă bucurie, recunoştinţă, eficacitate în vieţile noastre şi ar fi perfect pentru carierele noastre e de asemenea cel mai bine pentru lume."
TED,ro,"Open the plan up, and, in one click, jump.","Deschideți planul și, într-un singur clic, săriți.","Deschide planul, și, cu un singur click, intră."
TED,ro,We saw all kinds of donated equipment.,Am văzut tot felul de echipamente donate.,Am văzut echipament donat de toate genurile.
TED,ro,When I write fiction I cherish elusiveness and changeability.,"Când scriu ficțiune, apreciez elusivitatea și schimbabilitatea.","Când scriu ficţiune, preţuiesc ceea ce este vag şi schimbător."
TED,ro,Do you remember the handover of Hong Kong by Britain to China in 1997?,Vă amintiţi de transferul Hong Kong de către Marea Britanie către China în 1997?,Vă amintiţi cedarea Hong Kong-ului de la coroana britanică către China in 1997?
TED,ro,I understand.,Eu înțeleg.,Înţeleg.
TED,ro,"But combined in a certain way, they can create something that still looks three-dimensional, like it could exist.","Dar combinate într-un fel, ele pot crea ceva care încă arată tridimensional, ca și cum ar putea exista.","Dar, combinate într-un anume fel, ele pot crea ceva ce arată încă tridimensional, ca şi când ar putea exista."
TED,ro,"(Laughter) We're doing two different — OK, I'm hanging up now.","(Râs) Facem două lucruri diferite – OK, mă spânzesc acum.",(rasete) Facem doua lucruri diferite... OK. Inchid acum.
TED,ro,That's my colleague. He's let it go.,Acesta este colegul meu. El l-a lăsat să plece.,Acesta este colegul meu. Îi dă drumul.
TED,ro,"Good morning. So magic is an excellent way for staying ahead of the reality curve, to make possible today what science will make a reality tomorrow.","Deci magia este o modalitate excelentă de a sta înaintea curvei realității, pentru a face posibil astăzi ceea ce știința va face o realitate mâine.","Bună dimineața. Magia e un mod excelent de a fi înainte pe curba realității, să faci posibil azi ce va reuși știința să facă în viitor."
TED,ro,"Stories accompany me, keeping my pieces and memories together, like an existential glue.","Povestea mă însoțește, ținând piese și amintiri împreună, ca un adeziv existențial.","Poveştile mă însoţesc, unindu-mi amintirile şi toate părţile din care sunt alcătuită, asemenea unui lipici existenţial."
TED,ro,It has allowed scammers to rip off vulnerable investors.,Acest lucru a permis fraudatorilor să scape de investitorii vulnerabili.,A permis escrocilor să fraudeze investitorii vulnerabili.
TED,sk,"But the core values: well, capable, generous men do not create victims; they nurture victims.","Ale základné hodnoty: dobre, schopní, veľkorysí muži nevytvárajú obete; vychovávajú obete.","Ale základné hodnoty: schopní, veľkorysí ľudia nevytvárajú obete, starajú sa o ne."
TED,sk,"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","Máte v strede kartónovú krabicu s zrkadlom a potom si dal duch - tak prišiel môj prvý pacient, Derek.","Máte kartónovú krabicu so zrkadlom v strede a potom vložíte fantóma - takže, môj prvý pacient, Derek, vstúpil."
TED,sk,Ninety-nine percent of you.,Deväťdesiat percent z vás.,99 percent z vás.
TED,sk,We've gone beyond the capacity of the human mind to an extraordinary degree.,Prešli sme za schopnosť ľudskej mysle do výnimočnej miery.,Kapacitu ľudskej mysle sme prekročili do pozoruhodnej miery.
TED,sk,"It was completely new, and no one had done it before, including adults. (Laughter) BL: Including the teachers, and that was really hard for the teachers.","Bolo to úplne nové a nikto to neurobil predtým, vrátane dospelých. (smiech) BL: vrátane učiteľov, a to bolo naozaj ťažké pre učiteľov.","Bolo to niečo úplne nové a nikto to nikdy predtým nevyskúšal, dospelých nevynímajúc. (Smiech) BL: A nevynímajúc aj učiteľov, a to bolo pre nich naozaj ťažké."
TED,sk,What we have here is a list of old viruses.,Tu máme zoznam starých vírusov.,Tu máme zoznam starých vírusov.
TED,sk,"Another theory is they are acid junkies and potheads, right?","Ďalšou teóriou je, že sú kyslé junkies a potheads, nie?","Ďaľšia tvrdí, že sú to feťáci a húliči."
TED,sk,So where are all these coming from then?,Odkiaľ to všetko pochádza od tej doby?,Takže odkiaľ všetky prichádzajú?
TED,sk,"You basically published something there, ran into trouble with a bank, then the news service there was injuncted from running the story.","V podstate ste tam niečo zverejnili, ušli do problémov s bankou, potom tam bola spravodajská služba nariadená spustiť príbeh.","Niečo ste tam zverejnili, dostali sa do problémov s bankou a spravodajské služby tam dostali zákaz publikovať to."
TED,sk,"Racial discrimination, legally, had existed for 100 years, from 1865 at the end of the War Between the States, the Civil War, all the way up to the 1960s, when Lyndon Johnson got the bills passed for equal rights.","Rasová diskriminácia, legálne, existovala už sto rokov, od roku 1865 na konci vojny medzi štátmi, občianskej vojny, až do šesťdesiatych rokov, kedy Lyndon Johnson dostal zákony o rovnakých právach.","Rasová diskriminácia vtedy legálne existovala 100 rokov, od roku 1865, od Občianskej vojny, cez 60. roky, keď Lyndon Johnson presadil zákony o rovnakých právach."
TED,sk,They were living like this with very poor plastic sheets in the park.,Takto žili s veľmi slabými plastovými listami v parku.,Oni takto žili pod plastovými plachtami v parku.
TED,sk,And maybe you thought you were going to grow up and marry your high school sweetheart and move back to your hometown and raise a bunch of kids together.,"A možno ste si mysleli, že sa chystáte vyrásť a vydávať sa za svojho stredného miláčika a presťahovať sa späť do svojho rodného mesta a spolu vychovávať skupinu detí.","A možno ste si mysleli, že až vyrastiete, budete mať svadbu s vašou láskou zo strednej školy a presťahujete sa naspäť do domovského mesta a budete spolu vychovávať decká."
TED,sk,"And the optical components, if you look at the inset up on the right, we had to figure out a way to manufacture lenses in paper itself at really high throughputs, so it uses a process of self-assembly and surface tension to build achromatic lenses in the paper itself.","A optické komponenty, ak sa pozriete na vložku vpravo, museli sme zistiť spôsob výroby šošoviek v samotnom papieri pri naozaj vysokých priechodoch, takže používa proces samos montáže a povrchového napätia na vytvorenie akromatických šošoviek v samotnom papieri.","Optické komponenty sú tu vpravo hore, potrebovali sme vymyslieť, ako vyrobiť šošovky vložené do papiera pri vysokej výrobnej kapacite. Využívame proces samousporiadania a povrchové napätie na výrobu achromatických šošoviek priamo v papieri."
TED,sk,Now remember — why does this happen?,"Pamätajte si, prečo sa to stane?",Spomeňte si - prečo sa to deje?
TED,sk,CA: So let's talk a little more broadly about this.,CA: Takže povedzme o tom trochu širšie.,CA: Preberme to trošku dôkladnejšie.
TED,sk,"So this is what changes, but the standard stains all remain the same for many different diseases.","Takže to je to, čo sa mení, ale štandardné škvrny zostávajú rovnaké pre mnoho rôznych chorôb.","Toto je nové, ale všetky klasické farbivá zostávajú na mnoho rôznych chorôb."
TED,sk,You'll hear a train in moment that they don't react to.,"Počujete vlaky v okamihu, keď nebudete reagovať.","Budete počuť vlak, na ktorý oni nereagujú."
TED,sk,And so I think it's time we change what we expect from our food.,"Myslím, že je čas zmeniť to, čo očakávame od potravín.","Myslím, že je načase, aby sme zmenili naše očakávania od jedla."
TED,sk,Sometimes we spread out. (Laughter) I see you.,Niekedy sa rozširujeme. (smiech) Vidím ťa.,Niekedy sa takto rozpíname. (Smiech) Vidím vás. (Smiech)
TED,sk,"(Laughter) That's a fantastic way to be, but it does tend to leave you waking up crying at three o'clock in the morning. (Laughter)","(smiech) To je fantastický spôsob, ako byť, ale má tendenciu nechať vás prebudiť a plakať o tri ráno. (smiech)","(Smiech) Je to skvelý stav, ale hrozí vám, že sa o tretej ráno budete budiť s plačom. (Smiech)"
TED,sl,Roger. I got 'em.,"Roger, sem ga dobil.",Razumem. Zadel sem jih.
