Model Name,Dataset,Language,Source Sentence,Translation,Reference Sentence
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"(RO) Mr President, creating a European identity and increasing the level of interest in the EU are major challenges.","(RO) Gospod predsednik, vzpostavitev evropske identitete in povečanje stopnje zanimanja za EU so glavni izzivi.","(RO) Gospod predsednik, oblikovanje evropske identitete in povečanje ravni zanimanja za EU sta pomembna izziva."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,Some butchers' shops have ceased trading.,Nekateri mesarji so prenehali trgovati.,Nekatere klavnice so prenehale trgovati.
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"I agree with you, Mr Catania, on the need to improve our work with border officials, to train them and make them aware of asylum issues.","Strinjam se z vami, gospod Catania, glede potrebe po izboljšanju našega dela z mejnimi uradniki, njihovega usposabljanja in obveščanja o vprašanjih azila.","Strinjam se z vami, gospod Catania, o potrebi po izboljšanju našega dela z mejnimi uslužbenci, za njihovo usposabljanje in ozaveščanje o azilnih vprašanjih."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,Investment by the major capitalist multinational companies and banks in solving the problems caused by the crisis is minimal.,"Naložbe velikih kapitalističnih multinacionalnih podjetij in bank pri reševanju težav, ki jih povzroča kriza, so minimalne.","Vlaganja velikih kapitalističnih večnacionalnih družb in bank v reševanje težav, ki jih je povzročila kriza, so minimalna."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"Further large-scale exploitation of tropical and other particularly species-rich forests with a high carbon storage capacity is irresponsible and may lead to further deforestation and forest degradation, with devastating consequences for the environment worldwide.","Nadaljnje obsežno izkoriščanje tropskih in drugih vrstno bogatih gozdov z visoko zmožnostjo shranjevanja ogljika je neodgovorno in lahko vodi do nadaljnjega krčenja gozdov in degradacije gozdov, kar ima uničujoče posledice za okolje po vsem svetu.","Nadaljnje obsežno izkoriščanje tropskih in drugih gozdov, ki so še posebej bogati z vrstami in ki imajo visoko zmogljivost shranjevanja ogljika, je neodgovorno dejanje, ki lahko pripelje do nadaljnjega krčenja in uničevanja gozdov, kar bi lahko imelo uničujoče posledice za okolje po vsem svetu."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"Mr President, I would like to make sure I have understood you correctly.","Gospod predsednik, rad bi se prepričal, da sem vas pravilno razumel.","Gospod predsednik, rad bi se prepričal, da sem vas pravilno razumel."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"We seek far-reaching liberalisation in trade in goods and services, as well as in investment.",Zahtevamo daljnosežno liberalizacijo trgovine z blagom in storitvami ter naložbami.,"Prizadevamo si za daljnosežno liberalizacijo trgovine z blagom in storitvami, ter tudi vlaganj."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"These funds can, however, bring threats along with them too.",Vendar pa lahko ta sredstva prinašajo tudi grožnje.,Seveda lahko ti skladi prinašajo tudi grožnje.
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"241 locations in Romania, with a total population of 1.6 million inhabitants, suffered directly as a result of the disaster, which partially or totally destroyed houses and crops.","241 lokacije v Romuniji s skupno prebivalstvom 1,6 milijona prebivalcev je trpelo neposredno zaradi nesreče, ki je delno ali popolnoma uničila hiše in pridelke.","Kot posledica nesreče, ki je delno ali docela uničila hiše in pridelke, je bilo neposredno prizadetih 241 okrajev z 1,6 milijonov prebivalcev"
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"In conclusion, in whatever forum these issues are discussed, be it NATO or be it the OSCE, I think it would be important that decisions on the future of the European security architecture should also involve the European Union.","Na koncu, v katerem koli forumu se ta vprašanja obravnavajo, bodisi v Natu ali v OVSE, menim, da bi bilo pomembno, da odločitve o prihodnosti evropske varnostne arhitekture vključujejo tudi Evropsko unijo.","Če sklenemo, ne glede na to, v katerem forumu se ta vprašanja obravnavajo, v Natu ali OVSE, menim, da je pomembno, da sklepi o prihodnosti evropske varnostne strukture vključujejo tudi Evropsko unijo."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,Written statements (Rule 142),Pisne izjave (člen 142),Pisna izjava (člen 142)
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"I wish to add that, as a number of speakers said, air transport is developing at a rapid pace, and even though in certain cases high-speed rail transport may take up part of the market share, air transport is a means of travel that will continue to evolve in years to come: I think that this is certainly the case.","Dodati želim, da se, kot je dejalo več govornikov, zračni prevoz hitro razvija in čeprav v nekaterih primerih visoke hitrosti železniški promet lahko prevzame del tržnega deleža, je zračni prevoz sredstvo potovanja, ki se bo v naslednjih letih še naprej razvijal: menim, da je to zagotovo tako.","Kot je povedalo veliko govornikov, se zračni prevoz hitro razvija, in čeprav železniško omrežje za visoke hitrosti prevzema del tržnega deleža, je zračni prevoz sredstvo prevoza, ki se bo v naslednjih letih še razvijalo. S tem se popolnoma strinjam."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,It is by no means a guarantee against animals bringing diseases across borders.,"To nikakor ni jamstvo proti živalim, ki prinašajo čezmejne bolezni.","Nikakor ne predstavlja jamstva, da se bolezen z živalmi ne prinese prek meja."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,It lays down substantive provisions imposing obligations on data controllers and recognising the rights of individuals.,"Določa vsebinske določbe, ki nalagajo obveznosti upravljavcem podatkov in priznavajo pravice posameznikov.","Določa bistvene določbe, ki upravljavcem podatkov nalagajo obveznost in priznavajo pravice posameznikov."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"In addition, we must ensure that the sanctions we impose are in proportion to the breach of regulations.","Poleg tega moramo zagotoviti, da so sankcije, ki jih uvedemo, sorazmerne s kršitvijo predpisov.","Poleg tega moramo zagotoviti, da so kazni, ki jih naložimo, v sorazmerju s kršitvijo predpisov."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,Korea has shown a willingness and an ability to negotiate a far-reaching and comprehensive bilateral trade agreement.,Koreja je pokazala pripravljenost in zmožnost pogajanj o daljnosežnem in celovitem dvostranskem trgovinskem sporazumu.,Koreja je pripravljena in sposobna doseči daljnosežen in splošen dvostranski sporazum o trgovini.
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,"Secondly, in most Member States of the European Union, these low-cost airlines make the service of judicial documents impossible so that consumer protection is greatly hampered, exactly where consumers actually want to defend themselves legally.","Drugič, v večini držav članic Evropske unije te nizkocenovne letalske družbe onemogočajo vročanje sodnih dokumentov, tako da je varstvo potrošnikov zelo ovirano, točno tam, kjer se potrošniki dejansko želijo zakonito braniti.","Drugič, v večini držav članic Evropske unije te nizkocenovne letalske družbe onemogočajo vročanje sodnih dokumentov, zato je varstvo potrošnikov precej ovirano, točno tam, kjer se potrošniki dejansko želijo pravno zaščititi."
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,This will have even less of an impact on all 27 European Union Member States.,To bo še manj vplivalo na vseh 27 držav članic Evropske unije.,Imelo bo še manjši vpliv na vseh 27 držav članic Evropske unije.
Helsinki-NLP/opus-mt-en-sla,Europarl,sl,We would have had to deal with speculation and competitive devaluation among more than 20 national currencies.,Morali bi se ukvarjati s špekulacijami in konkurenčno devalvacijo med več kot 20 nacionalnimi valutami.,Ukvarjati bi se morali s špekulacijami in konkurenčno devalvacijo med več kot 20 nacionalnimi valutami.
Helsinki-NLP/opus-mt-en-sla,TED,sl,Roger. I got 'em.,"Roger, imam jih.",Razumem. Zadel sem jih.
Helsinki-NLP/opus-mt-en-sla,TED,sl,"I hit my head on my desk. I broke my cheekbone, I got five stitches on my right eye.","Udaril sem glavo na mizo, zlomil ličnico, imel pet šivov na desnem očesu.",Glava mi je omahnila in zlomila sem si ličnico. Dobila sem pet šivov na mojem desnem očesu.
Helsinki-NLP/opus-mt-en-sla,TED,sl,And all I could detect was this energy — energy.,"In vse, kar sem lahko zaznal, je bila ta energija – energija.","In vse, kar sem lahko zaznala, je bila ta energija - energija."
Helsinki-NLP/opus-mt-en-sla,TED,sl,The underwater part was captured in a stone pit.,Podvodni del je bil ujet v kameni jami.,Podvodni del sem posnel na kamnolomu.
Helsinki-NLP/opus-mt-en-sla,TED,sl,That sort of secrecy in America has allowed employees of school districts to rip off schoolchildren.,"Takšna skrivnost v Ameriki je zaposlenim v šolskih okrožjih omogočila, da zrušijo šolarske otroke.","Takšna tajnost v ZDA omogoča uslužbencem šol, da goljufajo učence."
Helsinki-NLP/opus-mt-en-sla,TED,sl,"Support for engineering, math and science — education in general — boomed.","Podpora inženiringu, matematiki in znanosti – izobraževanje na splošno – se je povečala.","Podpora za inžinirstvo, matematiko in znanost - izobraževanje v splošnem - je zelo narasla."
Helsinki-NLP/opus-mt-en-sla,TED,sl,So a high I.Q.,Visok IQ.,Torej visok I.Q.
Helsinki-NLP/opus-mt-en-sla,TED,sl,"Having said that, I outlined my talk about five minutes ago.","Po tem, ko sem to rekel, sem predstavil svoj govor pred petimi minutami.","Ko sem že povedal vse to, svoj govor sem sestavil pred petimi minutami."
Helsinki-NLP/opus-mt-en-sla,TED,sl,Is it something about the details or the colors?,Je to nekaj o podrobnostih ali barvah?,Mogoče s podrobnostimi ali barvami?
Helsinki-NLP/opus-mt-en-sla,TED,sl,"If this is true, if these babies are designed to learn — and this evolutionary story would say children are for learning, that's what they're for — we might expect that they would have really powerful learning mechanisms.","Če je to res, če so ti dojenčki zasnovani, da se učijo – in ta evolucijska zgodba pravi, da so otroci za učenje, to je tisto, za kar so – lahko pričakujemo, da bodo imeli resnično močne učne mehanizme.","Če to drži, če so malčki narejeni za učenje — in ta evolucijska zgodba bi zatrdila, da so otroci za učenje, da je to tisto, za kar so namenjeni — bi morda pričakovali, da bodo imeli resnično prodorne mehanizme učenja."
Helsinki-NLP/opus-mt-en-sla,TED,sl,Let me offer you another building block to try and understand China — maybe not sort of a comfortable one.,"Dovolite mi, da vam ponudim še en gradbeni blok, da poskusite razumeti Kitajsko – morda ne nekako udobno.","Naj vam omenim še en gradbeni stolpec, ki vam bo pojasnil Kitajsko — ta morda ni tako prijeten."
Helsinki-NLP/opus-mt-en-sla,TED,sl,Now we're already starting to see some experiments here.,Zdaj smo že začeli opazovati nekaj poskusov.,Že vidimo nekatere poskuse v tej smeri.
Helsinki-NLP/opus-mt-en-sla,TED,sl,CA: So you found a way to shine light into what you see as these sort of dark secrets in companies and in government.,"CA: Torej ste našli način, da sijajo svetlobo v to, kar vidite kot te vrste temnih skrivnosti v podjetjih in v vladi.","CA: Torej ste našli način, da osvetlite to, kar vidite kot neke vrste temne skrivnosti podjetij in vlade."
Helsinki-NLP/opus-mt-en-sla,TED,sl,And a tear gas canister the size of a Pepsi can goes by my head. Whoosh!,"In kanister s solznim plinom, ki je velikost Pepsi, gre lahko po moji glavi.",Solzilec v velikosti pepsi pločevinke prileti mimo moje glave. Vuššš!
Helsinki-NLP/opus-mt-en-sla,TED,sl,Iceland went through this financial crisis.,Islandija je prestala to finančno krizo.,Islandija je šla skozi finančno krizo.
Helsinki-NLP/opus-mt-en-sla,TED,sl,"Or take this: now this is an idea, but it's an idea to be tried out shortly in a suburb of Beijing.","Ali pa vzemi tole: zdaj je to ideja, ampak to je ideja, ki jo je treba preizkusiti kmalu v predmestju Pekinga.","Ali pa: no, to je samo ideja, ampak ideja, ki jo bodo kmalu preizkusili, v predmestju Pekinga."
Helsinki-NLP/opus-mt-en-sla,TED,sl,What Cristine did was use our Blicket Detectors.,Kristine je uporabila naše detektorje.,Christine je uporabila našo napravo Blicket Detector.
Helsinki-NLP/opus-mt-en-sla,TED,sl,The idea matters a lot.,Ideja je zelo pomembna.,Prav tako tudi ideja.
Helsinki-NLP/opus-mt-en-sla,TED,sl,"They depend on their moms to drop worms in their little open mouths for as long as two years, which is a really long time in the life of a bird.","Od mamic so odvisni, da bodo pustile črve v svoja mala odprta usta toliko dolgo, kot dve leti, kar je zares dolg čas v življenju ptice.","Odvisni so od matere, ki jim v odprte kljunčke prinaša črve, in to kar dve leti, kar je v življenju ptiča resnično dolga doba."
Helsinki-NLP/opus-mt-en-sla,TED,sl,Let's get creative against climate change.,Bodimo ustvarjalni proti podnebnim spremembam.,Spopadimo se s klimatskimi spremembami na ustvarjalen način.
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"This was a continuous problem, raised time and again with me by my constituents.","To był ciągły problem, powtarzał się ze mną przez moich wyborców.",To był nieustanny problem i moi wyborcy wielokrotnie się z nim do mnie zwracali.
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"This in turn requires intervention in the market and improved marketing in the sector, improving the first-sale price, increasing pay for work by fishermen, reducing the margins of middlemen and promoting fair distribution of added value throughout the value chain of this sector.","Wymaga to z kolei interwencji na rynku i lepszego wprowadzania do obrotu w sektorze, poprawy ceny pierwszej sprzedaży, zwiększenia wynagrodzenia za pracę przez rybaków, zmniejszenia marży pośredników i promowania sprawiedliwego podziału wartości dodanej w całym łańcuchu wartości w tym sektorze.","To z kolei wymaga interwencji na rynku i lepszego marketingu w sektorze, zwiększenia ceny pierwszej sprzedaży, wyższych wynagrodzeń za pracę dla rybaków, zmniejszenia marży pośrednika oraz propagowania uczciwego rozmieszczenia wartości dodanej w całym łańcuchu wartości w danym sektorze."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"(DE) Mr President, ladies and gentlemen, once again this very basic question poses itself: are environmental protection, climate protection and financial and industrial policy compatible?","(DE) Panie przewodniczący, panie i panowie! Po raz kolejny zadaje się to bardzo podstawowe pytanie: czy ochrona środowiska, ochrona klimatu oraz polityka finansowa i przemysłowa są zgodne?","(DE) Panie przewodniczący, panie i panowie! Jeszcze raz to podstawowe pytanie nasuwa się samo: czy polityka ochrony środowiska, ochrony klimatu oraz polityka finansowa i przemysłowa są ze sobą zgodne?"
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"It is a reality that we in Ireland are not comfortable with, but we accept the right of all countries to choose their own energy mix, and the fact that our neighbours utilise nuclear power means that we cannot afford to ignore the issue.","To jest rzeczywistość, z którą my w Irlandii nie czujemy się komfortowo, ale akceptujemy prawo wszystkich krajów do wyboru własnej mieszanki energetycznej, a fakt, że nasi sąsiedzi wykorzystują energię jądrową, oznacza, że nie możemy sobie pozwolić na ignorowanie tej kwestii.","Rzeczywistością jest również to, że w Irlandii akceptujemy prawo każdego kraju do własnego wyboru kombinacji źródeł energii, choć nie czujemy się z tym komfortowo, a fakt, że nasi sąsiedzi korzystają z energii jądrowej oznacza, że nie możemy tego ignorować."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,It is unacceptable that energy market inefficiencies are distorting the market to the detriment of businesses and consumers.,"Niedopuszczalne jest, aby nieefektywność rynku energetycznego zakłócała rynek na szkodę przedsiębiorstwom i konsumentom.","Niedopuszczalne jest, by niewydolność rynku energetycznego powodowała zakłócenia rynku ze szkodą dla przedsiębiorstw i konsumentów."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"If in 1970 there were approximately 200 million passengers in the EU-15, in 2000 their number reached approximately 600 million.","Gdyby w 1970 r. w UE-15 było około 200 mln pasażerów, w 2000 r. ich liczba wyniosła około 600 mln.","O ile w 1970 r. mieliśmy około 200 milionów pasażerów w UE-15, to w 2000 r. liczba ta osiągnęła w przybliżeniu 600 milionów."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"'Levels of knowledge of the Treaty suggest public opinion [in Ireland] is more like Nice 1 than Nice 2' - the words of Professor Richard Sinnott, not mine.","""Poziom wiedzy w Traktacie sugeruje opinię publiczną [w Irlandii] jest bardziej jak Nicea 1 niż Nicea 2"" - słowa profesora Richarda Sinnotta, nie moje.","""Poziomy wiedzy na temat traktatu wskazują że opinia publiczna [w Irlandii] przywodzi na myśl raczej pierwsze, a nie drugie drugiego referendum w sprawie traktatu nicejskiego” - to słowa profesora Richarda Sinnotta, a nie moje."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,I think a referendum is the best way forward because it is the most direct form of democracy and it would bring Europe closer to its citizens and their freedom of choice.,"Uważam, że referendum jest najlepszą drogą do przodu, ponieważ jest to najbardziej bezpośrednia forma demokracji i przybliżyłby Europę do swoich obywateli i ich wolność wyboru.","Uważam, że najlepszym wyjściem jest referendum, ponieważ stanowi najbardziej bezpośrednią formę demokracji i zbliży Europę do swoich obywateli, dając im wolność wyboru."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"The Penal Code: Article 301 has already been mentioned, that is quite clear.","Kodeks karny: art. 301 został już wspomniany, to jest dość jasne.",Jedną z nich jest kodeks karny: wspomniano już o artykule 301 i w tym względzie nie ma żadnych wątpliwości.
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"I would like to say to all new Members of the European Parliament that the Minister is a former Member of this House, and so is one of us.","Chciałbym powiedzieć wszystkim nowym posłom Parlamentu Europejskiego, że minister jest byłym członkiem tej Izby, a także jednym z nas.","Wszystkim nowym członkom Parlamentu Europejskiego chciałem powiedzieć, że pani minister to jest była członkini Parlamentu Europejskiego, czyli jedna z naszych koleżanek na tej sali."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"We have worked with the European Environment Agency on a report assessing the frequency of disasters in Europe and their impact on humans, the economies and ecosystems.","Pracowaliśmy z Europejską Agencją Środowiska nad sprawozdaniem oceniającym częstotliwość klęsk w Europie oraz ich wpływ na ludzi, gospodarkę i ekosystemy.","Wspólnie z Europejską Agencją Środowiska pracowaliśmy nad sprawozdaniem oceniającym częstotliwość występowania katastrof w Europie oraz skutki tych katastrof dla ludzi, gospodarek i ekosystemów."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"That is why I was not surprised when, during the exchange of views in the Committee on Civil Liberties, Justice and Home Affairs a few weeks ago, the Commission - although supporting the current proposal - mentioned it would come up with a new proposal at a later stage.","Dlatego też nie byłem zaskoczony, gdy w trakcie wymiany poglądów w Komisji Wolności Obywatelskich, Sprawiedliwości i Spraw Wewnętrznych kilka tygodni temu Komisja - chociaż wspierała obecny wniosek - wspomniała o nowym wniosku na późniejszym etapie.","Dlatego nie byłam zaskoczona, kiedy podczas wymiany opinii w Komisji Wolności Obywatelskich, Sprawiedliwości i Spraw Wewnętrznych kilka tygodni temu Komisja - jakkolwiek popierając wniosek w obecnym brzmieniu - wspomniała, że jest skłonna przedłożyć nowy wniosek na późniejszym etapie."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,We are trying to deal with industrial land and industrial pollution; we are talking about urban development and then about agricultural land and agricultural soils.,"Staramy się poradzić sobie z przemysłowymi gruntami i zanieczyszczeniem przemysłowym; mówimy o rozwoju miejskim, a następnie o rolniczych gruntach i glebach rolniczych.","Próbujemy zajmować się terenami przemysłowymi i zanieczyszczeniami przemysłowymi; mówimy o rozwoju obszarów miejskich, a następnie o gruntach rolnych i glebach uprawnych."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,There is no silver bullet here.,Nie ma tu żadnej srebrnej kuli.,Nie ma tu cudownego panaceum.
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,I would also urge Parliament to consider very strong support for the common agricultural policy in the very important debates that are coming up.,Wzywam również Parlament do rozważenia bardzo silnego poparcia wspólnej polityki rolnej w nadchodzących bardzo ważnych debatach.,"Nakłaniam też Parlament, by rozważył mocne poparcie dla wspólnej polityki rolnej w nadchodzących ważnych debatach."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"I deem this to be very serious and would ask Members to consider the fact that, while many might not fully understand the science of this, if we do not accept the Socialist amendment and accept the PPE amendment, it means that we are going against the advice of scientists and are creating two total allowable catch areas within a single stock.","Uważam, że jest to bardzo poważne i zwracam się do posłów o rozważenie faktu, że choć wielu może nie w pełni zrozumieć tej nauki, jeśli nie zaakceptujemy poprawki socjalistów i nie zaakceptujemy poprawki do ŚOI, oznacza to, że idziemy przeciwko doradztwu naukowców i tworzymy dwa całkowitie dopuszczalne obszary połowowe w ramach jednego zasobu.","Uważam to za bardzo ważne i mimo że wielu z posłów może nie w pełni rozumieć uzasadnienie naukowe, to proszę wziąć pod uwagę, że jeśli nie przyjmiemy poprawki Socjalistów, a przyjmiemy poprawkę PPE, to postąpimy wbrew opinii naukowców i utworzymy dwa obszary całkowitych dopuszczalnych połowów dla jednego stada."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"These priorities are reflected in the shifts between the various headings of the Multiannual Financial Framework, and can also be seen in the financing of the European Economic Recovery Plan, which rightly puts a heavy emphasis on new technology.","Priorytety te odzwierciedlają zmiany pomiędzy różnymi pozycjami wieloletnich ram finansowych, a także można je postrzegać w finansowaniu Europejskiego Planu naprawy gospodarczej, który słusznie kładzie duży nacisk na nową technologię.","Priorytety te daje się dostrzec w przesunięciach między poszczególnymi działami wieloletnich ram finansowych, jak też w finansowaniu europejskiego planu naprawy gospodarczej, który słusznie kładzie wielki nacisk na nowe technologie."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,The EU maintains its view that a single legally binding instrument is the best way to give shape to the post-2012 framework.,"UE nadal uważa, że jeden instrument prawnie wiążący jest najlepszym sposobem na kształtowanie ram po 2012 r.","Unia Europejska podtrzymuje swoje stanowisko, że najlepszym rozwiązaniem problemu kształtu ram na okres po 2012 roku jest jednolity dokument, prawnie wiążący."
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,I therefore abstained from voting on this report.,Dlatego wstrzymałem się od głosowania nad tym sprawozdaniem.,W związku wstrzymałem się od głosu nad przyjęciem przedmiotowego sprawozdania.
Helsinki-NLP/opus-mt-en-sla,Europarl,pl,"Fish, like other animals, cannot be restricted to certain territories, so assessing whether one country cares more than another would be the subject of endless arguments.","Ryby, podobnie jak inne zwierzęta, nie mogą być ograniczone do pewnych terytoriów, więc ocena, czy jeden kraj bardziej troszczy się niż inny, byłaby przedmiotem niekończących się argumentów.","Ryb, podobnie jak pozostałych zwierząt, nie da się ograniczyć do niektórych terytoriów, zatem ocena, czy jeden kraj troszczy się bardziej, niż inny, byłaby przedmiotem niekończących się sporów."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","Tenuk i Kayel szybko zdali sobie sprawę, że nie są sami.","Aczkolwiek Tenuk i Kayel błyskawicznie uzmysłowili sobie, że nie są tam sami. Kolejne mroczne stworzenie wystrzeliło w górę spod nich, a Tenuk ledwie zdołał uniknąć zderzenia."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","Tenuk wahał się, potem odszedł, dając sobie trochę miejsca. Z niskim, lekko bolesnym grunting, ciało Tenuk rozciągnął, jego futro zastąpiło wagi i jego ramiona zastąpione skrzydłami. Szybko przekształcił się w normalny, lekko niebieski Traki, ale jego oczy pozostawały czerwone.","Tenuk zwlekał, a następnie odsunął się, robiąc sobie więcej miejsca. Wydał słabe, trochę bolesne jękniecie, a jego ciało wyciągnęło się, sierść przeobraziła się w łuski, a ramiona zamieniły się w skrzydła. Błyskawicznie przekształcił się w zwyczajnego, jasnoniebieskiego Thrakiego, ale jego oczy dalej były czerwone."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","Zastanawiali się, czy ona naprawdę pozwoli im wejść, w przeciwieństwie do poprzednich czasów, kiedy poszli zapytać. Nadal mam siniaki od ostatniego razu. Kości słonecznej śmiechnął z pamięci. Kari rzuciła im książkę na ramię, ale kiedy zobaczyła, kto to był, przeprosiła natychmiast.","Zachodziła w głowę, czy tym razem pozwoli jej wejść do komnaty, w odróżnieniu do poprzednich sytuacji, gdy o to pytała. Ciągle mam stłuczenie z ostatniego razu. Ivory zaśmiała się, przypominając o tym sobie. Kari cisnęła księgą w jej ramię, ale kiedy dostrzegła, w kogo rzuciła, od razu przeprosiła."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,"The ESP didn't go online immediately, let's give it a few minutes.","ESP nie weszła natychmiast do sieci, dajmy mu kilka minut.","Kamera ESP nie przeszła w tryb online od razu, poczekajmy kilka minut."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","Ignacio Sánchez Recarte, sekretarz generalny komitetu Européen des Entreprises Vins, reprezentującego około 7000 producentów wina w całej Europie, odrzuca obawy wytwórców piwa. Poinformował Euronews, że rynek zdominowany przez wielonarodowe konglomeraty konglomeracyjne nie jest porównywany z tym, który składa się niemal w całości z małych, krajowych producentów.","Ignacio Sanchez Recarte, sekretarz generalny stowarzyszenia handlowego Comite Europeen des Entrerprises Vins, które reprezentuje około 7000 producentów win w Europie, nie podziela obaw piwowarów. Powiedział Euronews, że rynek zdominowany przez międzynarodowe koncerny piwowarskie nie stanowi porównania z pojedynczym rynkiem składającym się praktycznie w całości z małych, lokalnych producentów."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,@user4 @user3 @user5 @user6,@ user4 @ user3 @ user5 @ user6,@user4 @user3 @user5 @user6
Helsinki-NLP/opus-mt-en-sla,WMT,pl,"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","Sądząc według stanu naszych szpitali, SNP mówi o planach i planach działań naprawczych jest po prostu, że - rozmowy i niebezpieczne rozmowy o tym. Nie możemy pozwolić niekompetentnym politykom, aby nas wkurzyli do współudziału w zakończeniu tej wielkiej brytyjskiej instytucji, Narodowej Służby Zdrowia.","Oceniając po stanie naszych szpitali, informacje SNP o planach naprawczych i planach działania jest po prostu gadaniem i do tego niebezpiecznym gadaniem. Nie możemy pozwolić, aby niekompetentni politycy wciągnęli nas do współudziału w upadku tej wspaniałej brytyjskiej instytucji – publicznej służby zdrowia."
Helsinki-NLP/opus-mt-en-sla,WMT,pl,🚨 breaking news:,najnowsze wiadomości:,🚨 informacje z ostatniej chwili:
Helsinki-NLP/opus-mt-en-sla,WMT,pl,This song is encapsulates my predicament…,Ta piosenka wskazuje na moją niewygodę...,Ta piosenka podsumowuje moje trudne położenie…
Helsinki-NLP/opus-mt-en-sla,WMT,pl,Both the old and the new Listing titles call it a 12V 10W panel.,"Zarówno stare, jak i nowe tytuły Listingu nazywają to panelem 12V 10W.","Obie nazwy specyfikacji, stara i nowa, określają go jako panel 12 V 10 W."
