Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,nl,"And in studies we've just been doing in my lab, similar studies, we've show that four year-olds are actually better at finding out an unlikely hypothesis than adults are when we give them exactly the same task.","En in studies die we net doen in mijn laboratorium, vergelijkbare studies, hebben we aangetoond dat vierjarige mensen eigenlijk beter zijn om een onwaarschijnlijke hypothese uit te vinden dan volwassenen zijn wanneer we hen precies dezelfde taak geven.","In gelijkaardige studies die we net in mijn lab hebben afgerond, hebben we aangetoond dat vierjarigen in feite beter zijn om een onwaarschijnlijke hypothese te ontdekken dan volwassenen die we precies dezelfde taak gaven."
alirezamsh/small100,nl,"The other very serious blight that causes this problem is the excessive resort to violence, and that is increasing tremendously around the world.","De andere zeer ernstige kwestie die dit probleem veroorzaakt, is de overmatige toevlucht tot geweld, en dat groeit enorm over de hele wereld.","De andere zeer ernstige plaag die dit probleem veroorzaakt, is het overmatige gebruik van geweld en dat neemt wereldwijd enorm toe."
alirezamsh/small100,nl,"Before form I was storm, blind, ign'ant — still am.","Voorafgaand aan de vorm was ik storm, blind, ignorant - ik ben nog steeds.","Voor vorm was ik storm, blind, onwetend — nog steeds."
alirezamsh/small100,nl,"Well, if you must, I have a recipe for you.","Als je moet, heb ik een recept voor je.","Als het moet, heb ik een recept voor je."
alirezamsh/small100,nl,"And the thing is, the present tense is where we live.","En het is, de huidige spanning is waar we leven.",En dat komt omdat we in de tegenwoordige tijd leven.
alirezamsh/small100,nl,"Microalgae make the omega-3s, they're only bioconcentrated in fish.","Microalgen maken de omega-3s, ze zijn alleen biologisch geconcentreerd in vis.",Omega-3 wordt gemaakt door microalgen en komt in de vis door bioconcentratie.
alirezamsh/small100,nl,And so it looks like they probably had linguistic skills.,Ze hadden waarschijnlijk taalvaardigheden.,En ze hadden waarschijnlijk taalkundige vaardigheden.
alirezamsh/small100,nl,De facto landmines.,In feite landmijnen.,Feitelijke landmijnen.
alirezamsh/small100,nl,"""OK, open your eyes.""","“Ook, open je ogen.”","""Open je ogen."""
alirezamsh/small100,nl,"On the one hand was my mother, a well-educated, secular, modern, westernized, Turkish woman.","Aan de ene kant was mijn moeder, een goed opgeleide, seculiere, moderne, westerniseerde, Turkse vrouw.","Aan de ene kant was er mijn moeder, een hoogopgeleide, seculiere, moderne, westerse Turkse vrouw."
alirezamsh/small100,et,And I talk to him.,Ja ma räägin temaga.,Ja ma räägin temaga.
alirezamsh/small100,et,Can we roll the video?,Kas me võime videot riputada?,Kas saaks video käima panna?
alirezamsh/small100,et,"The second is maybe more prosaic, which is Hong Kong.","Teine on võib-olla rohkem prosaatiline, mis on Hongkong.",Teiseks ja võib-olla proosalisemaks näiteks on Hong Kong.
alirezamsh/small100,et,"You can annotate the stuff, send it to your friends and really get a conversation going about what you're feeling when you go through these masterpieces.","Saate märkida asju, saata seda oma sõpradele ja tõesti saada vestlust sellest, mida sa tunned, kui läbib läbi nende meistriteoste.","Te saate kirjutada arvustusi, saata sõpradele, tekitada arutelu selle üle, mida te tunnete neid meistriteoseid vaadates."
alirezamsh/small100,et,"In this case, chimpanzees teaching each other how to crack nuts with rocks.","Sel juhul õpetavad šimpansid üksteist, kuidas hõõruda pähklid kividega.","Siin õpetavad šimpansid üksteisele, kuidas kiviga pähklikoort purustada."
alirezamsh/small100,et,"Here I am in Oslo in Norway, getting a nice, fat check; singing in Hong Kong, trying to get people to raise money.","Siin ma olen Norras Oslo, saan kena, rasva kontrolli; laulmine Hongkongis, üritades inimesi raha tõsta.","Praegu olen ma siin Oslos, Norras (saan selle eest loomulikult palju raha). Laulan Hong Kongis, et koguda veel rohkem toetust."
alirezamsh/small100,et,"And once again, in Edinburgh with the wonderful African Children's Choir who I simply adore.","Ja veel kord Edinburghis suurepärase Aafrika Laste Kooriga, mida ma lihtsalt armastan.","Ja taaskord Edinburghis koos suurepärase Aafrika Lastekooriga, keda ma lausa jumaldan."
alirezamsh/small100,et,But it's not.,Aga see ei ole.,Aga ta ei ole seda.
alirezamsh/small100,et,I essentially became an infant in a woman's body.,Ma olin peamiselt laps naise kehas.,Muutusin justkui imikuks naise kehas.
alirezamsh/small100,et,"In other words, the average person on the average wage could not afford a candle in 1800.","Teisisõnu, keskmise palga keskmine inimene ei suutnud endale lubada küünla 1800. aastal.","Ühesõnaga, keskmine inimene keskmise palgaga ei saanud 1800. aastal endale küünalt lubada."
alirezamsh/small100,et,"Secondly, for the first time in the modern era, the dominant country in the world — which I think is what China will become — will be not from the West and from very, very different civilizational roots.","Teiseks, esmakordselt kaasaegses ajastuses ei ole maailma domineeriv riik – mida ma arvan, et see on see, mida Hiina saab – läänest ja väga, väga erinevatest tsivilisatsioonilistest juuredest.","Teiseks, esimest korda alates uusaja algusest ei ole maailmas domineerivaks riigiks - mis on see, milleks Hiina minu arvates saab - mitte ükski lääneriikidest, vaid see pärineb väga erinevast kultuuritaustast."
alirezamsh/small100,et,"Up there, you have sharks and large fish that live 25, 30 years.","Seal on ka haid ja suured kalad, kes elavad 25 ja 30 aastat.","Ülemises otsas on haid ja suured kalad, kes elavad 25-30 aastat."
alirezamsh/small100,et,This is what we thought was natural.,"See on see, mida me arvasime, et see on loomulik.","Need siin on paigad, mida me loomulikuks pidasime."
alirezamsh/small100,et,"It's an extraordinary phenomenon, but it's true.","See on erakordne nähtus, kuid see on tõsi.","See on erakordne nähtus, kuid see on tõsi."
alirezamsh/small100,et,"It went for 1,114 miles, linking Beijing with Hangzhou and Shanghai.","See läks 1114 miili kaugusel, ühendades Pekingi Hangzhou ja Shanghai.",See on 1792 kilomeetri pikkune ning ühendab Pekingit Hangzhou ja Šanghaiga.
alirezamsh/small100,et,"So these organisms reproduce, the little larvae juveniles spill over, they all spill over, and then people can benefit from them outside too.","Nii et need organismid paljunevad, väikesed vastsed noorukid valavad üle, nad kõik valavad üle ja siis saavad inimesed neid ka väljaspool.","Nii need organismid paljunevad. Väikesi noori tõuke sünnib ülevoolavalt palju, nad kõik voolavad üle ja ka inimesed väljaspool saavad neist kasu."
alirezamsh/small100,et,So we've created something called the collective brain.,"Me oleme loonud midagi, mida nimetatakse kollektiivne aju.",Me oleme loonud niinimetatud kollektiivse aju.
alirezamsh/small100,et,"I've tried to work out which is bigger, and it's almost impossible.","Ma olen püüdnud välja selgitada, mis on suurem ja see on peaaegu võimatu.","Ma proovisin aru saada, kumb on suurem - see on täiesti võimatu."
alirezamsh/small100,et,"Now the great advantage of this historical experience has been that, without the Han, China could never have held together.","Nüüd on selle ajaloolise kogemuse suur eelis see, et ilma Hanita oleks Hiina kunagi olnud koos.","Selle ajaloolise kogemuse suureks eeliseks on, et ilma selleta, ilma hani mõisteta ei oleks Hiina mitte kunagi suutnud koos püsida."
alirezamsh/small100,et,"The infrastructure jobs that everybody is talking about creating are those guys — the ones that have been in decline, over and over.","Infrastruktuuri töökohad, millest igaüks räägib loomisest, on need poisid - need, kes on aeg-ajalt langenud.","Infrastruktuuritöökohad, millest kõik räägivad, on need töömehed. Need, kelle hulk pidevalt kahaneb."
alirezamsh/small100,fi,"You know, there might be a couple of views of WikiLeaks and of Julian.","Tiedätkö, että on olemassa joitakin näkemyksiä WikiLeaksista ja Julianista.","Tiedäthän, sinusta ja WikiLeaksista voi olla erilaisia mielipiteitä."
alirezamsh/small100,fi,All right.,Kaikki oikein.,No niin.
alirezamsh/small100,fi,(Noise) All right. I'm hitting it. I'm punching play.,(Määni) Okei. Olen lyönyt sen. Olen punching peliä.,(Melua) Selvä juttu. Laitan sen päälle.
alirezamsh/small100,fi,Yeah.,Kyllä. 🙂,Kyllä.
alirezamsh/small100,fi,You can't even recognize yourself in the mirror.,Et voi edes tunnistaa itseäsi peiliin.,Itseäänkään ei voi tunnistaa peilistä.
alirezamsh/small100,fi,"So I started to wonder, you know, okay, so you have these people coming in like this, and they're participating.","Joten aloin ihmetellä, tiedät, ok, joten sinulla on nämä ihmiset tulevat tälle, ja he osallistuvat.",tunneille osallistumisesta. Joten aloin ajatella: Osa ihmisistä tulee tunneille ja osallistuu keskusteluun.
alirezamsh/small100,fi,"(Laughter) You're all CFO, astrophysicists, ultra-marathoners, it turns out.","(Naurua) Olet kaikki CFO, astrofyysikot, ultra-maratonit, se osoittautuu.",(Naurua) Olemme kaikki ylisuorittajia!
alirezamsh/small100,fi,"Dreadful, thumbs down, embarrassing — thank you, these are great answers, but they're answers to a different question.","Pelottava, polvet alas, häpeä - kiitos, nämä ovat hyviä vastauksia, mutta ne ovat vastauksia erilaiseen kysymykseen.","Kamalaa, peukalot alas, nöyryyttävää — kiitos, hyviä vastauksia, mutta ne vastaavat eri kysymykseen."
alirezamsh/small100,fi,"Voice: Signed card detected.MT: Well, sometimes people ask me how do you become a magician? Is it a 9-to-5 job?","Ääni: allekirjoitettu kortti detected.MT: No, joskus ihmiset kysyvät minulta, miten sinusta tulee taikuri?","Ääni: Merkitty kortti havaittu. MT: No, joskus ihmiset kysyvät kuinka tulla taikuriksi? Onko se yhdeksästä-viiteen-työ?"
alirezamsh/small100,fi,"She's anesthetized, the surgeon does his thing — stitches her back up, sends her out to the recovery room.","Hän on anesteettinen, kirurgi tekee hänen asiansa - pyyhkäisee hänet takaisin, lähettää hänet takaisin elpymishuoneeseen.","Hänet nukutettiin ja kirurgi teki työnsä, ompeli tikit ja nainen vietiin herättämöön."
alirezamsh/small100,fi,He was a soft dictator of Kenya.,Hän oli Kenian pehmeä diktaattori.,Hän oli Kenian 'pehmeä diktaattori'.
alirezamsh/small100,fi,"CA: So, what was the impact of that?",CA: Joten mikä oli sen vaikutus?,"CA: No, mikä tuon vaikutus oli?"
alirezamsh/small100,fi,"But the thing is, the coyote runs off the cliff right after him.","Mutta asia on, coyote juoksee pois kalliosta heti hänen jälkeensa.",Mutta kojootti juoksee sen perässä.
alirezamsh/small100,fi,And you all know what a phantom limb is.,"Ja te kaikki tiedätte, mitä kummituslääkäri on.","Tiedätte kaikki, mikä aaveraaja on."
alirezamsh/small100,fi,"What then happens is not an across-the-board reduction in all your mental capacities, a sort of blunting of your cognitive ability.","Se, mitä sitten tapahtuu, ei ole kaikkien henkisten kykyjen epätasainen väheneminen, eräänlainen kognitiivisten kykyjen sekoittaminen.","Se ei vähennä ihmisen koko henkistä kapasiteettia, eikä huononna hänen kognitiivista kykyään."
alirezamsh/small100,fi,China is only multiracial really at the margins.,Kiina on itse asiassa monikansallinen.,Kiina on monirotuinen ainoastaan reuna-alueiltaan.
alirezamsh/small100,fi,It's the complete opposite.,Se on täydellinen päinvastainen.,Täysin erilaista.
alirezamsh/small100,fi,"Well, what should our attitude be towards this world that we see very rapidly developing before us?","No, mikä meidän asenteemme tähän maailmaan, jota näemme kehittyvän hyvin nopeasti edessämme?","Miten meidän tulisi suhtautua maailmaan, jonka näemme kehittyvän hyvin nopeasti silmiemme alla?"
alirezamsh/small100,fi,"So, to explain this curious disorder, we look at the structure and functions of the normal visual pathways in the brain.","Joten selittääksemme tämän uteliaisen häiriön, tarkastelemme aivojen normaalien visuaalisen polun rakenteen ja toiminnot.",Tämän oudon häiriön selvittämiseksi tutkimme aivojen normaalien visuaalisten väylien rakennetta ja toimintaa.
alirezamsh/small100,fi,(Applause) So here we are again.,(Applause) Niinpä tässä olemme jälleen.,(Aplodeja) Tässä sitä ollaan.
alirezamsh/small100,fr,"This version of love allows us to say things like, ""Hey, we're not very good collaborators. Maybe this isn't for us.""","Cette version de l'amour nous permet de dire des choses comme, ""Hey, nous ne sommes pas très bons collaborateurs. Peut-être que ce n'est pas pour nous.""",Cette version de l' amour nous permet de dire: « Nous ne collaborons pas bien. Ce n' est peut-être pas pour nous. »
alirezamsh/small100,fr,"There, I was exposed to people from all sorts of faiths and cultures, and that experience proved to be fundamental to the development of my character.","Là, j'ai été exposé à des gens de toutes sortes de croyances et de cultures, et cette expérience s'est révélée fondamentale pour le développement de mon caractère.","Là-bas, je côtoyais des gens de toutes religions et cultures, et cette expérience a été déterminante pour mon développement personnel."
alirezamsh/small100,fr,"We will find that these children, too, have a real chance of breaking their way out of poverty.",Nous allons constater que ces enfants ont aussi une vraie chance de sortir de la pauvreté.,"Nous verrons que ces enfants, eux aussi, ont une vraie chance de vaincre la pauvreté."
alirezamsh/small100,fr,"(Applause) As doctors, we fight with diseases that take a long time and effort to heal — if they do.","(Applause) En tant que médecins, nous combattons les maladies qui prendent beaucoup de temps et d’efforts pour guérir - si elles le font.","(Applaudissements) En tant que médecins, nous luttons contre des maladies qui ont nécessitent du temps, des efforts pour guérir — quand elles guérissent."
alirezamsh/small100,fr,"Gusty entered her boldly and made love to her rhythmically while she filmed him, because she was a keen amateur pornographer.","Gusty l'a entré audacieusement et a fait l'amour rythmiquement pendant qu'elle l'a filmée, parce qu'elle était une pornographie amateur enthousiaste.","Gusty entra en elle hardiment, et lui fit l' amour avec rythme. Alors qu' elle le filmait, car elle était pornographe amateur."
alirezamsh/small100,fr,So we used the same window vocabulary to construct our own frame or grid that's suspended in the room and that can be viewed from two sides.,Nous avons donc utilisé le même vocabulaire de fenêtre pour construire notre propre cadre ou réseau qui est suspendu dans la pièce et qui peut être vu de deux côtés.,"Et nous avons utilisé le vocabulaire de cette fenêtre pour construire notre cadre, notre grille, qui est suspendue dans la pièce et que l' on peut voir des deux côtés."
alirezamsh/small100,fr,Not just showing up every now and then.,Pas seulement de se manifester à chaque fois.,Pas juste de temps en temps.
alirezamsh/small100,fr,It's pretty straightforward.,C’est assez simple.,C' est très clair.
alirezamsh/small100,fr,"AG: Okay, hypothesis two.","AG : Ok, l’hypothèse 2","AG: Ok, hypothèse numéro deux."
alirezamsh/small100,fr,"Many of them get destroyed, believe it or not, or they get simply shelved, out of sight and out of mind.","Beaucoup d'entre eux sont détruits, croyez-le ou pas, ou ils sont simplement détruits, hors de vue et hors de l'esprit.","Beaucoup d' entre eux sont détruits, croyez-le ou non, ou ils sont simplement remisés, loin des yeux, loin du cœur."
alirezamsh/small100,fr,But every organization would also hate to be not on the top of the list.,Mais chaque organisation détestait également de ne pas être au sommet de la liste.,Mais chaque organisation détesterait tout autant ne pas être en haut de la liste.
alirezamsh/small100,fr,"And then I realized that catadores, in their invisibility, are not exclusive to Brazil.","Et puis je me suis rendu compte que les catadores, dans leur invisibilité, ne sont pas exclusifs au Brésil.","J' ai alors réalisé que les chiffonniers et leur invisibilité, n' étaient pas le privilège du Brésil."
alirezamsh/small100,fr,They prioritize.,Ils sont priorités.,Ils fixent des priorités.
alirezamsh/small100,fr,"It was neutral, impassive and even, after a while, strangely companionate and reassuring, although I did notice that its calm exterior sometimes slipped and that it occasionally mirrored my own unexpressed emotion.","Il était neutre, impassive et même, après un certain temps, étrangement accompagné et rassurant, bien que j'ai remarqué que son extérieur calme s'éloignait parfois et qu'il miroit occasionnellement ma propre émotion inexprimée.","Elle était neutre, impassible, et même, au bout d' un moment, étrangement amicale et rassurante, bien que j' aie remarqué que son calme apparent s' effritait parfois, et qu' elle reflétait de temps à autres mes propres émotions inexprimées."
alirezamsh/small100,fr,"Yeah, we see two birds [helicopters], and we're still firing.","Oui, nous voyons deux oiseaux [hélicoptères], et nous continuons à tirer.","Ouais, on voit deux oiseaux, on tire toujours."
alirezamsh/small100,fr,And what's funny — at least if you're six years old — is that the coyote's totally fine too.,Et ce qui est drôle - au moins si vous avez six ans - c'est que le coyote est tout à fait parfait aussi.,Et ce qui est drôle - du moins si vous avez six ans - est que pour le coyote c' est sans problème non plus.
alirezamsh/small100,fr,(Applause),( les applaudissements),(Applaudissements)
alirezamsh/small100,fr,(Applause) So when did this habit start?,Quand a-t-il commencé cette habitude ?,"(Applaudissements) Alors, quand a commencé cette habitude?"
alirezamsh/small100,fr,"In all their simplicity, these items are the last testament to the identity of the victims, the last permanent reminder that these people ever existed.","Dans toute leur simplicité, ces éléments sont le dernier testament de l’identité des victimes, le dernier rappel permanent que ces gens ont jamais existé.","Dans toute leur simplicité, ces éléments sont le dernier témoignage de l' identité des victimes, le dernier rappel permanent que ces gens aient jamais existé."
alirezamsh/small100,fr,"The actual nerve supplying the arm was severed, was cut, by say, a motorcycle accident.","Le nerve réel qui fournit le bras a été coupé, c'est-à-dire un accident de moto.","Le nerf activant le bras a été coupé, sectionné par un accident de moto, par exemple."
alirezamsh/small100,de,"Now, if you assume that this greater cross wiring and concepts are also in different parts of the brain, then it's going to create a greater propensity towards metaphorical thinking and creativity in people with synesthesia.","Wenn Sie jetzt davon ausgehen, dass diese größere Kreuzdrahtung und Konzepte auch in verschiedenen Teilen des Gehirns sind, dann wird es bei Menschen mit Synesthesie eine größere Neigung zum metaphorischen Denken und Kreativität schaffen.","Wenn Sie nun davon ausgehen, dass diese Querverbindungen und Konzepte in verschiedenen Bereichen des Hirns vorkommen, dann führt das zu einer höheren Neigung für metaphorisches Denken und Kreativität bei Synästhesisten."
alirezamsh/small100,de,"A couple of weeks ago, I was looking at the latest projection by BNP Paribas for when China will have a larger economy than the United States.","Vor ein paar Wochen schaute ich die neueste Prognose von BNP Paribas an, wann China eine größere Wirtschaft haben wird als die USA.","Vor ein paar Wochen schaute ich mir die aktuellsten Prognosen von BNP Paribas an zur Frage, wann China eine größere Wirtschaft haben wird als die Vereinigten Staaten."
alirezamsh/small100,de,"And I'm asking myself, """" What is wrong with me?",Und ich frage mich selbst: Was ist falsch mit mir?,"Was ist los? """" Und in diesem Moment wurde mein Gehirngeplapper,"
alirezamsh/small100,de,We love things like plot twists and red herrings and surprise endings.,Wir lieben Dinge wie Plotwörter und rote Herren und Überraschungsende.,Wir lieben Sachen wie verdrehte Handlungen und falsche Fährten und ein überraschendes Ende.
alirezamsh/small100,de,I went in and I took them.,Ich ging hinein und nahm sie.,Ich beugte mich vor und ich nahm sie.
alirezamsh/small100,de,"Oh, that's all my time?","Ach, das ist meine ganze Zeit?","Oh, meine Zeit ist schon vorbei?"
alirezamsh/small100,de,"You just have to believe me, it is, it is.","Du musst mir nur glauben, es ist, es ist.","Sie müssen mir das einfach mal glauben, es stimmt, es stimmt."
alirezamsh/small100,de,"When the poet and mystic, Rumi, met his spiritual companion, Shams of Tabriz, one of the first things the latter did was to toss Rumi's books into water and watch the letters dissolve.","Als der Dichter und Mystiker Rumi seinen spirituellen Begleiter, Shams of Tabriz, traf, war eines der ersten Dinge, die Letzteres tat, die Bücher von Rumi in Wasser zu werfen und die Buchstaben aufzulösen zu beobachten.","Als der Poet und Mystiker Rumi, seinen spirituellen Weggefährten Shams Tabrizi traf, warf dieser als allererstes Rumis Bücher ins Wasser und sah zu, wie die Buchstaben verschwammen."
alirezamsh/small100,de,It's not the same with language.,Es ist nicht dasselbe bei der Sprache.,Sprache ist nicht dasselbe.
alirezamsh/small100,de,"In other words, you need to understand how ideas have sex.","Mit anderen Worten, Sie müssen verstehen, wie Ideen Sex haben.","Mit anderen Worten, man muss verstehen, wie Ideen Sex haben."
alirezamsh/small100,de,What we have here is one exploit file.,"Was wir hier haben, ist ein Exploit-Datei.","Was wir hier haben, ist ein Exploit."
alirezamsh/small100,de,It's the savings accounts versus the debit accounts with no deposits.,Es ist die Sparkonten gegenüber den Debitkonten ohne Einzahlungen.,Es ist das Sparkonto gegen das Girokonto ohne Guthaben.
alirezamsh/small100,de,"This offends a lot of people, and that's probably one of the things where people will say I shouldn't come back, either.","Das beleidigt viele Menschen, und das ist wahrscheinlich eines der Dinge, wo die Leute sagen werden, dass ich auch nicht zurückkehren soll.","Das stößt viele Leute vor den Kopf, und das ist wahrscheinlich auch eine der Sachen wo Leute sagen werden, dass ich nicht zurückkommen sollte."
alirezamsh/small100,de,"Then one day you wake up, and they tell you """" you're a queen, """" but then you find that someone else is pulling on the strings.","Dann erwachen Sie eines Tages, und sie sagen Ihnen """" Sie sind eine Königin "", aber dann finden Sie, dass jemand anderes auf die Stränge zieht.","Dann wachst du eines Tages auf und sie sagen dir: """" Du bist eine Königin """" Aber dann bemerkst du, dass jemand anderes die Fäden zieht."
alirezamsh/small100,de,"And when you look through them, you get a glimpse into the mind of the cyber-illusionist.","Und wenn Sie sie durchblicken, erhalten Sie einen Blick in den Kopf des Cyber-Illusionisten.","Und wenn man hindurchschaut, kann man einen Blick in die Gedanken eines Cyber-Illusionisten erhaschen."
alirezamsh/small100,de,"And of course, I'm very happy you asked that question — (Laughter) — because that's a very good question.","Und natürlich bin ich sehr froh, dass du diese Frage gestellt hast - (lacht) - denn das ist eine sehr gute Frage.","Und natürlich bin ich sehr glücklich, dass Sie diese Frage gestellt haben — (Gelächter) — weil das eine sehr gute Frage ist."
alirezamsh/small100,de,"In the Ottoman times, there were itinerant storytellers called """" meddah. """" They would go to coffee houses, where they would tell a story in front of an audience, often improvising.","In den osmanischen Zeiten gab es routinierende Erzähler namens """" meddah. """" Sie würden zu Kaffeehäusern gehen, wo sie eine Geschichte vor einem Publikum erzählen würden, oft improvisierend.","In der osmanischen Zeit gab es umherziehende Geschichtenerzähler, die """" Meddah """". Sie gingen in die Kaffeehäuser, wo sie eine Geschichte vor einem Publikum erzählten, oftmals eine Improvisation."
alirezamsh/small100,de,Anyone who's followed politics can testify to how hard that is for some people to get.,"Jeder, der Politik folgt, kann beweisen, wie schwierig es für einige Menschen ist.","Jeder, der die Politik verfolgt, kann bezeugen, wie schwierig das für gewisse Menschen ist."
alirezamsh/small100,de,That's one box for every week of a 90-year life.,Das ist eine Box für jede Woche eines 90-jährigen Lebens.,Ein Kästchen für jede Woche in einem 90 Jahre langen Leben.
alirezamsh/small100,de,"One of the other things we did was begin to diversify the species that we served — small silverfish, anchovies, mackerel, sardines were uncommon.","Eine der anderen Dinge, die wir getan haben, war, die Arten zu diversifizieren, die wir dienten - kleine Silberfische, Anchovien, Makkerel, Sardinen waren ungewöhnlich.","Eine weitere Sache, die wir unternahmen war, die Arten die wir servierten zu erweitern — kleine Silberfische, Sardellen, Makrelen, Sardinen waren üblich."
alirezamsh/small100,el,"At the end of the meeting, the chairman of the department, he stood up.","Στο τέλος της συνάντησης, ο πρόεδρος του τμήματος, σηκώθηκε.","Στο τέλος της συνάντησης, ο πρόεδρος του τμήματος, σηκώθηκε."
alirezamsh/small100,el,"What first got me thinking about this was a blog post authored earlier this year by Derek K. Miller, who was a science and technology journalist who died of cancer.","Το πρώτο πράγμα που με έκανε να σκεφτώ αυτό ήταν ένα blog post που γράφτηκε νωρίτερα φέτος από τον Derek K. Miller, ένας δημοσιογράφος επιστήμης και τεχνολογίας που πέθανε από καρκίνο.","Αυτό που με έκανε να το σκεφτώ ήταν μια δημοσίευση που είχε γράψει νωρίτερα φέτος ο Ντέρεκ Κ.Μίλερ, επιστημονικός και τεχνολογικός σχολιαστής, ο οποίος πέθανε από καρκίνο."
alirezamsh/small100,el,"A subtle conditioning process had begun, the implication that normal people don't hear voices and the fact that I did meant that something was very seriously wrong.","Μια λεπτή διαδικασία προσαρμογής είχε ξεκινήσει, η συνέπεια ότι οι κανονικοί άνθρωποι δεν ακούνε φωνές και το γεγονός ότι το έκανα σήμαινε ότι κάτι ήταν πολύ σοβαρά λάθος.","Μια ανεπαίσθητη διεργασία εξάρτησης είχε αρχίσει, η υπόδειξη ότι οι φυσιολογικοί άνθρωποι δεν ακούν φωνές κι ότι εννοούσα πως μου συνέβαινε κάτι πολύ σοβαρό."
alirezamsh/small100,el,The population explosion was unstoppable.,Η έκρηξη του πληθυσμού ήταν ασταμάτητη.,Η πληθυσμιακή έκρηξη ήταν ασταμάτητη.
alirezamsh/small100,el,"A lot of the funding that I have managed to raise has gone directly to Treatment Action Campaign and the incredible work that they do, and are still continuing to do in South Africa.",Πολλά από τα κεφάλαια που κατάφερα να συγκεντρώσω έχουν μεταφερθεί απευθείας στην εκστρατεία δράσης θεραπείας και την απίστευτη εργασία που κάνουν και εξακολουθούν να κάνουν στη Νότια Αφρική.,"Πολλά από τα χρήματα που κατάφερα να συγκεντρώσω έχουν πάει άμεσα στην Treatment Action Campaign και στην απίστευτη δουλειά που κάνουν, και εξακολουθούν να κάνουν, στη Νότια Αφρική."
alirezamsh/small100,el,"It was the Editors' Choice in Science, which is a top science magazine.","Ήταν η επιλογή των εκδόσεων στην επιστήμη, το οποίο είναι ένα κορυφαίο επιστημονικό περιοδικό.","Ήταν η """" Επιλογή του Εκδότη """" στο Science, το οποίο είναι ένα κορυφαίο επιστημονικό περιοδικό."
alirezamsh/small100,el,And this happens with all bodies with atmospheres.,Και αυτό συμβαίνει σε όλα τα σώματα με ατμόσφαιρα.,Αυτό συμβαίνει με όλα τα σώματα με ατμόσφαιρες.
alirezamsh/small100,el,This is great.,Αυτό είναι υπέροχο.,Καταπληκτικό.
alirezamsh/small100,el,And so I made him a golden typewriter through which he could dispense his commands to nephews and nieces around the world as an email.,Και έτσι τον έκανα ένας χρυσός γραμματέας μέσω του οποίου θα μπορούσε να διαβιβάσει τις εντολές του σε ανιψιά και ανιψιά σε όλο τον κόσμο ως email.,Έτσι του έφτιαξα μια χρυσή γραφομηχανή μέσω της οποίας μπορούσε να μεταφέρει τις εντολές του σε ανιψιούς και ανιψιές σε όλον τον κόσμο με μορφή μέιλ.
alirezamsh/small100,el,So this is how it works.,Έτσι είναι πώς λειτουργεί.,Έτσι λοιπόν δουλεύει.
alirezamsh/small100,el,Thanks.,Ευχαριστώ .,Ευχαριστώ.
alirezamsh/small100,el,Do you remember that Loony Tunes cartoon where there's this pathetic coyote who's always chasing and never catching a roadrunner?,Θυμάστε ότι Loony Tunes κινουμένων σχεδίων όπου υπάρχει αυτό το παθιασμένο κοϊότο που πάντα κυνηγεί και ποτέ δεν πιάζει ένα roadrunner;,Θυμάστε αυτό το καρτούν απο τα Loony Tunes όπου είναι ένα αξιολύπητο κογιοτ που πάντα κυνηγάει και ποτέ δεν πιάνει ένα πουλί-δρομέα;
alirezamsh/small100,el,Or is it photography?,Ή είναι φωτογραφία;,Ή είναι φωτογραφία;
alirezamsh/small100,el,"That is prosperity, the saving of time in satisfying your needs.","Αυτό είναι η ευημερία, η εξοικονόμηση χρόνου στην ικανοποίηση των αναγκών σας.","Αυτό είναι η ευημερία, η εξοικονόμηση χρόνου στην ικανοποίηση των αναγκών μας."
alirezamsh/small100,el,"It was armed with this knowledge that ultimately I would gather together my shattered self, each fragment represented by a different voice, gradually withdraw from all my medication, and return to psychiatry, only this time from the other side.","Ήταν οπλισμένος με αυτή τη γνώση ότι τελικά θα συγκεντρώσω το σπασμένο εαυτό μου, κάθε κομμάτι που αντιπροσωπεύει μια διαφορετική φωνή, σταδιακά αποσύρθηκε από όλα τα φάρμακα μου και επιστρέφοντας στην ψυχίατρο, μόνο αυτή τη φορά από την άλλη πλευρά.","Ήταν η γνώση αυτή τελικά που με βοήθησε να μαζέψω τα κομμάτια του εαυτού μου, κάθε κομμάτι και μια διαφορετική φωνή, να σταματήσω να παίρνω φάρμακα και να επιστρέψω στην ψυχιατρική, από μια άλλη πλευρά αυτή τη φορά."
alirezamsh/small100,el,"The first is that the most important political value for the Chinese is unity, is the maintenance of Chinese civilization.","Η πρώτη είναι ότι η πιο σημαντική πολιτική αξία για τους Κινέζους είναι η ενότητα, η διατήρηση του κινεζικού πολιτισμού.","Η πρώτη είναι ότι η πιο σημαντική πολιτική αξία για τους Κινέζους είναι η ενότητα, είναι η διατήρηση του Κινέζικου πολιτισμού."
